,date,manner_of_death,age,city,state,threat_level,flee,body_camera,poverty_rate,Median Income_x,percent_completed_hs_x,gender_M,race_B,race_H,race_N,race_P,race_W,armed_unarmed,armed_undetermined,signs_of_mental_illness_True,Age_range_20 - 35,Age_range_36 - 49,Age_range_50 - 64,Age_range_Over 65,Age_range_Under 12,daysofweek_Monday,daysofweek_Saturday,daysofweek_Sunday,daysofweek_Thursday,daysofweek_Tuesday,daysofweek_Wednesday,month_August,month_December,month_February,month_January,month_July,month_June,month_March,month_May,month_November,month_October,month_September,year_2014,year_2015,year_2016,year_2017,year_2018,refined_cities,Geographic Area,City_x,Median Income_y,city_refind,City_y,share_white,share_black,share_native_american,share_asian,share_hispanic,sum,City,percent_completed_hs_y
3902,2014-11-18,Gunshot,34,dunedin,FL,,,,17.57,50262.69,85.74,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,dunedin,FL,dunedin city,45618,dunedin,Dunedin city,0.01,0.03,0,0.02,0.06,102.69999999999999,Dunedin city,91
4434,2014-05-13,Gunshot,41,dunelion,FL,,,,17.57,50262.69,85.74,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,dunelion,,,,,,,,,,,,,
877,2018-01-01,shot,65,edgewater,FL,attack,Not fleeing,True,17.57,50262.69,85.74,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,edgewater,FL,edgewater city,44155,edgewater,Edgewater city,0.01,0.03,0,0.01,0.03,101.3,Edgewater city,90.1
3973,2014-10-24,Gunshot,34,edgewater,FL,,,,17.57,50262.69,85.74,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,edgewater,FL,edgewater city,44155,edgewater,Edgewater city,0.01,0.03,0,0.01,0.03,101.3,Edgewater city,90.1
1647,2017-02-26,shot,41,englewood,FL,no_attack,Not fleeing,False,17.57,50262.69,85.74,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,englewood,FL,,,englewood,,,,,,,,Englewood,91.4
4265,2014-07-09,Gunshot,37,estero,FL,,,,17.57,50262.69,85.74,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,estero,,,,,,,,,,,,,
392,2018-07-05,shot,55,eustis,FL,no_attack,Not fleeing,False,17.57,50262.69,85.74,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,eustis,FL,eustis city,35265,eustis,Eustis city,0.01,0.16,0,0.01,0.11,105.80000000000003,Eustis city,86.3
451,2018-06-13,shot,21,eustis,FL,attack,Not fleeing,False,17.57,50262.69,85.74,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,eustis,FL,eustis city,35265,eustis,Eustis city,0.01,0.16,0,0.01,0.11,105.80000000000003,Eustis city,86.3
3889,2014-11-22,Gunshot,40,eustis,FL,,,,17.57,50262.69,85.74,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,eustis,FL,eustis city,35265,eustis,Eustis city,0.01,0.16,0,0.01,0.11,105.80000000000003,Eustis city,86.3
252,2018-08-31,shot,64,floral city,FL,attack,Not fleeing,False,17.57,50262.69,85.74,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,floral,FL,,32326,floral,,0.96,0.01,0,0,0.03,,Floral City,83.9
1650,2017-02-26,shot,66,floral city,FL,no_attack,fleeing,False,17.57,50262.69,85.74,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,floral,FL,,32326,floral,,0.96,0.01,0,0,0.03,,Floral City,83.9
485,2018-05-30,shot,23,florida city,FL,no_attack,Not fleeing,False,17.57,50262.69,85.74,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,florida,FL,florida city city,25840,florida,Florida City city,0,0.39,0,0,0.32,134.4,Florida City city,54.6
564,2018-04-18,shot,31,fort lauderdale,FL,attack,Not fleeing,False,17.57,50262.69,85.74,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,fort lauderdale,FL,fort lauderdale city,50778,fort lauderdale,Fort Lauderdale city,0.01,0.28,0,0.01,0.13,109.1,Fort Lauderdale city,85.9
3410,2015-05-21,shot,29,fort lauderdale,FL,attack,Not fleeing,False,17.57,50262.69,85.74,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,fort lauderdale,,,50778,,,0.58,0.28,0,0.01,0.13,,,85.9
3731,2015-01-23,shot,29,fort lauderdale,FL,no_attack,Not fleeing,False,17.57,50262.69,85.74,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,fort lauderdale,FL,fort lauderdale city,50778,fort lauderdale,Fort Lauderdale city,0.01,0.28,0,0.01,0.13,109.1,Fort Lauderdale city,85.9
4278,2014-07-03,Gunshot,40,fort lauderdale,FL,,,,17.57,50262.69,85.74,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,fort lauderdale,FL,fort lauderdale city,50778,fort lauderdale,Fort Lauderdale city,0.01,0.28,0,0.01,0.13,109.1,Fort Lauderdale city,85.9
5095,2013-08-28,Gunshot,27,fort lauderdale,FL,,,,17.57,50262.69,85.74,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fort lauderdale,FL,fort lauderdale city,50778,fort lauderdale,Fort Lauderdale city,0.01,0.28,0,0.01,0.13,109.1,Fort Lauderdale city,85.9
5165,2013-07-31,Gunshot,33,fort lauderdale,FL,,,,17.57,50262.69,85.74,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,fort lauderdale,FL,fort lauderdale city,50778,fort lauderdale,Fort Lauderdale city,0.01,0.28,0,0.01,0.13,109.1,Fort Lauderdale city,85.9
5568,2013-03-03,Gunshot,43,fort lauderdale,FL,,,,17.57,50262.69,85.74,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,fort lauderdale,,,50778,,,0.58,0.28,0,0.01,0.13,,,85.9
1181,2017-08-31,shot,54,fort myers,FL,attack,Not fleeing,False,17.57,50262.69,85.74,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,fort myers,FL,fort myers city,39039,fort myers,Fort Myers city,0,0.3,0.01,0.01,0.18,109.1,Fort Myers city,80.3
5711,2013-01-04,Gunshot,21,fort myers,FL,,,,17.57,50262.69,85.74,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,fort myers,FL,fort myers city,39039,fort myers,Fort Myers city,0,0.3,0.01,0.01,0.18,109.1,Fort Myers city,80.3
51,2018-12-07,shot,51,fort pierce,FL,attack,Not fleeing,False,17.57,50262.69,85.74,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,fort pierce,FL,fort pierce city,25635,fort pierce,Fort Pierce city,0,0.37,0.01,0.01,0.2,109.29999999999998,Fort Pierce city,76.1
91,2018-11-17,shot,27,fort pierce,FL,attack,fleeing,False,17.57,50262.69,85.74,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,fort pierce,FL,fort pierce city,25635,fort pierce,Fort Pierce city,0,0.37,0.01,0.01,0.2,109.29999999999998,Fort Pierce city,76.1
2468,2016-04-23,shot,21,fort pierce,FL,attack,fleeing,False,17.57,50262.69,85.74,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,fort pierce,FL,fort pierce city,25635,fort pierce,Fort Pierce city,0,0.37,0.01,0.01,0.2,109.29999999999998,Fort Pierce city,76.1
2899,2015-11-19,shot,27,fort pierce,FL,attack,Not fleeing,False,17.57,50262.69,85.74,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,fort pierce,FL,fort pierce city,25635,fort pierce,Fort Pierce city,0,0.37,0.01,0.01,0.2,109.29999999999998,Fort Pierce city,76.1
3550,2015-03-27,shot,39,fort pierce,FL,no_attack,Not fleeing,False,17.57,50262.69,85.74,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,fort pierce,FL,fort pierce city,25635,fort pierce,Fort Pierce city,0,0.37,0.01,0.01,0.2,109.29999999999998,Fort Pierce city,76.1
4745,2014-01-14,Gunshot,30,fort pierce,FL,,,,17.57,50262.69,85.74,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,fort pierce,FL,fort pierce city,25635,fort pierce,Fort Pierce city,0,0.37,0.01,0.01,0.2,109.29999999999998,Fort Pierce city,76.1
1936,2016-11-18,shot and Tasered,35,fort walton beach,FL,no_attack,Not fleeing,False,17.57,50262.69,85.74,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,fort walton beach,FL,fort walton beach city,47149,fort walton beach,Fort Walton Beach city,0.01,0.12,0.01,0.03,0.08,101.80000000000001,Fort Walton Beach city,89.2
2331,2016-06-19,shot,30,fort walton beach,FL,no_attack,Not fleeing,False,17.57,50262.69,85.74,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,fort walton beach,FL,fort walton beach city,47149,fort walton beach,Fort Walton Beach city,0.01,0.12,0.01,0.03,0.08,101.80000000000001,Fort Walton Beach city,89.2
1894,2016-12-06,shot and Tasered,49,fruitland park,FL,attack,fleeing,False,17.57,50262.69,85.74,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,fruitland park,FL,fruitland park city,39625,fruitland park,Fruitland Park city,0.01,0.09,0,0.01,0.07,103.50000000000001,Fruitland Park city,85
1776,2017-01-20,shot,39,gainesville,FL,attack,Not fleeing,False,17.57,50262.69,85.74,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,gainesville,FL,gainesville city,31818,gainesville,Gainesville city,0.01,0.22,0,0.07,0.1,105.10000000000001,Gainesville city,92.1
2560,2016-03-20,shot,16,gainesville,FL,no_attack,Not fleeing,False,17.57,50262.69,85.74,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,gainesville,FL,gainesville city,31818,gainesville,Gainesville city,0.01,0.22,0,0.07,0.1,105.10000000000001,Gainesville city,92.1
4637,2014-03-03,Gunshot,28,gainesville,FL,,,,17.57,50262.69,85.74,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,gainesville,FL,gainesville city,31818,gainesville,Gainesville city,0.01,0.22,0,0.07,0.1,105.10000000000001,Gainesville city,92.1
5307,2013-06-15,Gunshot,33,gainesville,FL,,,,17.57,50262.69,85.74,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,gainesville,FL,gainesville city,31818,gainesville,Gainesville city,0.01,0.22,0,0.07,0.1,105.10000000000001,Gainesville city,92.1
1595,2017-03-19,shot,21,gifford,FL,no_attack,Not fleeing,False,17.57,50262.69,85.74,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,gifford,FL,,,gifford,,,,,,,,Gifford,82.5
768,2018-02-08,shot,35,grant-valkaria,FL,no_attack,Not fleeing,False,17.57,50262.69,85.74,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,grant-valkaria,FL,grant-valkaria town,59038,grant-valkaria,Grant-Valkaria town,0.01,0.04,0,0.02,0.05,102,Grant-Valkaria town,95.2
3959,2014-10-28,Gunshot,24,gretna,FL,,,,17.57,50262.69,85.74,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,gretna,FL,gretna city,30978,gretna,Gretna city,0,0.82,0.01,0,0.13,102.29999999999998,Gretna city,76.2
918,2017-12-17,shot,27,hallandale beach,FL,no_attack,fleeing,False,17.57,50262.69,85.74,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,hallandale beach,FL,hallandale beach city,34216,hallandale beach,Hallandale Beach city,0,0.15,0,0.01,0.25,125.80000000000001,Hallandale Beach city,85.8
1150,2017-09-15,shot,48,hallandale beach,FL,attack,fleeing,False,17.57,50262.69,85.74,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,hallandale beach,FL,hallandale beach city,34216,hallandale beach,Hallandale Beach city,0,0.15,0,0.01,0.25,125.80000000000001,Hallandale Beach city,85.8
2400,2016-05-22,shot,27,hallandale beach,FL,no_attack,fleeing,True,17.57,50262.69,85.74,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,hallandale beach,FL,hallandale beach city,34216,hallandale beach,Hallandale Beach city,0,0.15,0,0.01,0.25,125.80000000000001,Hallandale Beach city,85.8
4450,2014-05-08,Gunshot,34,hallandale beach,FL,,,,17.57,50262.69,85.74,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,hallandale beach,FL,hallandale beach city,34216,hallandale beach,Hallandale Beach city,0,0.15,0,0.01,0.25,125.80000000000001,Hallandale Beach city,85.8
747,2018-02-17,shot,28,hernando,FL,no_attack,Not fleeing,False,17.57,50262.69,85.74,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,hernando,FL,,,hernando,,,,,,,,Hernando,89.8
1108,2017-10-01,shot,24,hialeah,FL,attack,fleeing,False,17.57,50262.69,85.74,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,hialeah,FL,hialeah city,29249,hialeah,Hialeah city,0,0.01,0,0,0.5,190.5,Hialeah city,70.7
3964,2014-10-27,Gunshot,44,hialeah,FL,,,,17.57,50262.69,85.74,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,hialeah,FL,hialeah city,29249,hialeah,Hialeah city,0,0.01,0,0,0.5,190.5,Hialeah city,70.7
4644,2014-02-27,Gunshot,27,hialeah,FL,,,,17.57,50262.69,85.74,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,hialeah,FL,hialeah city,29249,hialeah,Hialeah city,0,0.01,0,0,0.5,190.5,Hialeah city,70.7
4934,2013-10-27,Gunshot,51,hialeah,FL,,,,17.57,50262.69,85.74,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,hialeah,FL,hialeah city,29249,hialeah,Hialeah city,0,0.01,0,0,0.5,190.5,Hialeah city,70.7
5185,2013-07-27,Gunshot,42,hialeah,FL,,,,17.57,50262.69,85.74,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hialeah,FL,hialeah city,29249,hialeah,Hialeah city,0,0.01,0,0,0.5,190.5,Hialeah city,70.7
5334,2013-06-07,Gunshot,39,hobe sound,FL,,,,17.57,50262.69,85.74,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,hobe sound,FL,,,hobe sound,,,,,,,,Hobe Sound,89
2432,2016-05-09,shot,59,hog valley,FL,attack,Not fleeing,False,17.57,50262.69,85.74,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,hog valley,,,,,,,,,,,,,
2018,2016-10-17,shot and Tasered,39,holiday,FL,no_attack,Not fleeing,False,17.57,50262.69,85.74,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,holiday,FL,,32129,holiday,,0.86,0.04,0,0.01,0.09,,Holiday,83.7
3821,2014-12-19,Gunshot,41,holiday,FL,,,,17.57,50262.69,85.74,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,holiday,FL,,32129,holiday,,0.86,0.04,0,0.01,0.09,,Holiday,83.7
244,2018-09-05,shot,23,hollywood,FL,no_attack,,False,17.57,50262.69,85.74,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,hollywood,FL,hollywood city,46791,hollywood,Hollywood city,0,0.13,0,0.02,0.26,124.80000000000001,Hollywood city,86.9
5141,2013-08-12,Gunshot,44,hollywood,FL,,,,17.57,50262.69,85.74,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hollywood,FL,hollywood city,46791,hollywood,Hollywood city,0,0.13,0,0.02,0.26,124.80000000000001,Hollywood city,86.9
759,2018-02-12,shot,84,homestead,FL,attack,Not fleeing,False,17.57,50262.69,85.74,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,homestead,FL,homestead city,40959,homestead,Homestead city,0,0.13,0,0.01,0.41,151.8,Homestead city,69.1
2476,2016-04-20,shot,41,homestead,FL,attack,Not fleeing,False,17.57,50262.69,85.74,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,homestead,FL,homestead city,40959,homestead,Homestead city,0,0.13,0,0.01,0.41,151.8,Homestead city,69.1
3254,2015-07-16,shot,35,homestead,FL,attack,Not fleeing,False,17.57,50262.69,85.74,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,homestead,FL,homestead city,40959,homestead,Homestead city,0,0.13,0,0.01,0.41,151.8,Homestead city,69.1
4053,2014-09-20,Gunshot,49,homosassa,FL,,,,17.57,50262.69,85.74,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,homosassa,FL,,,homosassa,,,,,,,,Homosassa,88.5
2704,2016-01-31,shot,46,immokalee,FL,no_attack,Not fleeing,False,17.57,50262.69,85.74,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,immokalee,FL,,,immokalee,,,,,,,,Immokalee,41.3
5678,2013-01-13,Gunshot,40,indialantic,FL,,,,17.57,50262.69,85.74,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,indialantic,FL,indialantic town,65305,indialantic,Indialantic town,0.01,0,0,0.02,0.05,102.4,Indialantic town,97.3
1042,2017-10-27,shot,46,indiantown,FL,no_attack,Not fleeing,False,17.57,50262.69,85.74,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,indiantown,FL,,,indiantown,,,,,,,,Indiantown,55.9
3905,2014-11-16,Gunshot,46,inverness,FL,,,,17.57,50262.69,85.74,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,inverness,FL,inverness city,27396,inverness,Inverness city,0.01,0.06,0,0.02,0.06,102.70000000000002,Inverness city,81.2
4948,2013-10-25,Gunshot,73,islamorada,FL,,,,17.57,50262.69,85.74,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,islamorada,,,58686,,,0.89,0.01,0,0.01,0.09,,,95.6
2419,2016-05-14,shot,19,jacksonsville,FL,no_attack,Not fleeing,False,17.57,50262.69,85.74,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,jacksonsville,,,46764,,,0.85,0.3,0,0.04,0.08,,,88.2
39,2018-12-12,shot,43,jacksonville,FL,attack,Not fleeing,False,17.57,50262.69,85.74,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,jacksonville,FL,jacksonville city,46764,jacksonville,Jacksonville city,0.01,0.3,0,0.04,0.08,102.5,Jacksonville city,88.2
40,2018-12-12,shot,18,jacksonville,FL,attack,Not fleeing,False,17.57,50262.69,85.74,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,jacksonville,FL,jacksonville city,46764,jacksonville,Jacksonville city,0.01,0.3,0,0.04,0.08,102.5,Jacksonville city,88.2
126,2018-10-31,shot,24,jacksonville,FL,no_attack,fleeing,False,17.57,50262.69,85.74,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,jacksonville,FL,jacksonville city,46764,jacksonville,Jacksonville city,0.01,0.3,0,0.04,0.08,102.5,Jacksonville city,88.2
389,2018-07-07,shot,52,jacksonville,FL,attack,Not fleeing,False,17.57,50262.69,85.74,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,jacksonville,FL,jacksonville city,46764,jacksonville,Jacksonville city,0.01,0.3,0,0.04,0.08,102.5,Jacksonville city,88.2
1194,2017-08-25,shot,44,jacksonville,FL,no_attack,Not fleeing,False,17.57,50262.69,85.74,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,jacksonville,FL,jacksonville city,46764,jacksonville,Jacksonville city,0.01,0.3,0,0.04,0.08,102.5,Jacksonville city,88.2
1216,2017-08-18,shot,25,jacksonville,FL,attack,Not fleeing,False,17.57,50262.69,85.74,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,jacksonville,FL,jacksonville city,46764,jacksonville,Jacksonville city,0.01,0.3,0,0.04,0.08,102.5,Jacksonville city,88.2
1223,2017-08-14,shot,20,jacksonville,FL,attack,Not fleeing,False,17.57,50262.69,85.74,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,jacksonville,FL,jacksonville city,46764,jacksonville,Jacksonville city,0.01,0.3,0,0.04,0.08,102.5,Jacksonville city,88.2
1279,2017-07-25,shot,28,jacksonville,FL,attack,fleeing,False,17.57,50262.69,85.74,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,jacksonville,FL,jacksonville city,46764,jacksonville,Jacksonville city,0.01,0.3,0,0.04,0.08,102.5,Jacksonville city,88.2
1483,2017-05-09,shot,25,jacksonville,FL,attack,Not fleeing,False,17.57,50262.69,85.74,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,jacksonville,FL,jacksonville city,46764,jacksonville,Jacksonville city,0.01,0.3,0,0.04,0.08,102.5,Jacksonville city,88.2
1514,2017-04-26,shot and Tasered,57,jacksonville,FL,no_attack,Not fleeing,False,17.57,50262.69,85.74,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,jacksonville,FL,jacksonville city,46764,jacksonville,Jacksonville city,0.01,0.3,0,0.04,0.08,102.5,Jacksonville city,88.2
1720,2017-02-06,shot,22,jacksonville,FL,attack,Not fleeing,False,17.57,50262.69,85.74,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,jacksonville,FL,jacksonville city,46764,jacksonville,Jacksonville city,0.01,0.3,0,0.04,0.08,102.5,Jacksonville city,88.2
2008,2016-10-20,shot,29,jacksonville,FL,attack,Not fleeing,False,17.57,50262.69,85.74,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,jacksonville,FL,jacksonville city,46764,jacksonville,Jacksonville city,0.01,0.3,0,0.04,0.08,102.5,Jacksonville city,88.2
2402,2016-05-22,shot,22,jacksonville,FL,no_attack,fleeing,False,17.57,50262.69,85.74,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,jacksonville,FL,jacksonville city,46764,jacksonville,Jacksonville city,0.01,0.3,0,0.04,0.08,102.5,Jacksonville city,88.2
