,date,age,city,state,threat_level,flee,body_camera,gender,race,armed,signs_of_mental_illness,Age_range,daysofweek,year,Median Income,share_white,share_black,share_native_american,share_asian,share_hispanic,percent_completed_hs,poverty_rate,month
0,2014-06-07,31,east knoxville,TN,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Saturday,2014,34226.0,0.76,0.17,0.0,0.02,0.05,87.8,25.7,June
1,2018-11-26,23,south knoxville,TN,threat,not_fleeing,False,Female,B,unarmed,True,20 - 35,Monday,2018,34226.0,0.76,0.17,0.0,0.02,0.05,87.8,25.7,November
2,2018-12-16,47,darlington county,SC,no_threat,not_fleeing,False,Female,W,armed,True,36 - 49,Sunday,2018,26667.0,0.38,0.61,0.0,0.0,0.01,79.3,79.3,December
3,2018-10-20,34,darlington county,SC,threat,not_fleeing,False,Female,W,armed,False,20 - 35,Saturday,2018,26667.0,38.0,0.61,0.0,0.0,0.01,79.3,79.3,October
4,2015-10-21,21,west goshen,CA,threat,not_fleeing,False,Male,H,unarmed,True,20 - 35,Wednesday,2015,62652.87,0.18,0.07,0.01,0.11,0.34,49.1,76.4,October
5,2017-11-08,14,odanah,WI,no_threat,not_fleeing,False,Male,N,armed,False,13 - 19,Wednesday,2017,50411.4,0.65,0.12,0.01,0.03,0.09,100.0,71.4,November
6,2018-08-03,29,seville,FL,no_threat,not_fleeing,True,Male,H,armed,True,20 - 35,Friday,2018,50262.69,0.46,0.19,0.0,0.02,0.17,72.0,61.3,August
7,2015-12-29,32,santa nella,CA,no_threat,not_fleeing,False,Female,B,unarmed,True,20 - 35,Tuesday,2015,62652.87,0.18,0.07,0.01,0.11,0.34,58.7,58.7,December
8,2017-04-07,34,kyle,SD,threat,flee,False,Male,A,armed,False,20 - 35,Friday,2017,45408.26,0.86,0.02,0.07,0.01,0.04,67.9,57.5,April
9,2017-01-18,40,watts,OK,threat,not_fleeing,False,Male,W,armed,False,36 - 49,Wednesday,2017,22083.0,0.64,0.0,0.33,0.0,0.03,73.6,53.1,January
10,2014-10-17,75,leslie,AR,threat,not_fleeing,False,Male,W,armed,False,Over 65,Friday,2014,19643.0,0.97,0.0,0.01,0.0,0.02,70.4,52.8,October
11,2013-10-28,61,statesboro,GA,threat,not_fleeing,False,Male,B,unarmed,False,50 - 64,Monday,2013,22763.0,0.55,0.4,0.0,0.02,0.03,85.7,52.3,October
12,2015-12-24,36,winnsboro,LA,no_threat,flee,False,Male,W,armed,False,36 - 49,Thursday,2015,19409.0,0.32,0.67,0.0,0.0,0.01,65.0,52.3,December
13,2018-10-14,17,woodville,CA,threat,not_fleeing,False,Male,H,armed,True,13 - 19,Sunday,2018,32917.0,0.46,0.0,0.01,0.0,0.53,27.2,51.8,October
14,2016-10-18,28,benton harbor,MI,threat,not_fleeing,True,Male,B,unarmed,False,20 - 35,Tuesday,2016,18085.0,0.08,0.9,0.0,0.0,0.02,70.5,50.3,October
15,2017-12-24,46,progreso,TX,no_threat,not_fleeing,False,Male,H,armed,False,36 - 49,Sunday,2017,29088.0,0.46,0.0,0.0,0.0,0.54,47.3,50.0,December
16,2017-09-19,53,bernice,LA,no_threat,not_fleeing,False,Male,W,armed,False,50 - 64,Tuesday,2017,18625.0,0.25,0.62,0.0,0.0,0.13,74.3,49.9,September
17,2018-05-30,23,florida city,FL,no_threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Wednesday,2018,25840.0,0.29,0.39,0.0,0.0,0.32,54.6,48.7,May
18,2016-09-10,69,montcalm,WV,no_threat,not_fleeing,True,Male,W,armed,True,Over 65,Saturday,2016,39097.12,0.91,0.07,0.0,0.01,0.01,71.8,48.5,September
19,2018-04-15,36,lodge grass,MT,no_threat,not_fleeing,False,Male,N,armed,False,36 - 49,Sunday,2018,23854.0,0.1,0.0,0.89,0.0,0.01,83.4,48.4,April
20,2015-12-26,38,homedale,ID,threat,not_fleeing,True,Male,H,armed,False,36 - 49,Saturday,2015,24474.0,0.58,0.0,0.01,0.01,0.4,66.6,47.7,December
21,2015-01-24,45,rexburg,ID,threat,not_fleeing,False,Male,W,armed,False,36 - 49,Saturday,2015,25372.0,0.92,0.01,0.0,0.01,0.06,97.8,46.1,January
22,2016-07-11,41,east st. louis,IL,threat,not_fleeing,False,Male,B,unarmed,False,36 - 49,Monday,2016,19520.0,0.01,0.98,0.0,0.0,0.01,81.1,45.8,July
23,2014-11-02,28,el dorado springs,MO,threat,not_fleeing,False,Male,W,armed,True,20 - 35,Sunday,2014,19760.0,0.96,0.0,0.01,0.01,0.02,75.3,45.7,November
24,2013-01-23,48,alto,TX,threat,not_fleeing,False,Male,B,unarmed,True,36 - 49,Wednesday,2013,17670.0,0.58,0.23,0.0,0.0,0.19,83.1,45.6,January
25,2016-12-12,31,fort valley,GA,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Monday,2016,20962.0,0.14,0.8,0.0,0.0,0.06,74.1,45.2,December
26,2014-04-29,22,tabor city,NC,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Tuesday,2014,18647.0,0.6,0.37,0.01,0.0,0.02,70.8,45.1,April
27,2015-11-18,25,opa-locka,FL,no_threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Wednesday,2015,18134.0,0.22,0.51,0.0,0.0,0.27,69.3,44.8,November
28,2014-05-24,59,neelyville,MO,threat,not_fleeing,False,Male,W,armed,False,50 - 64,Saturday,2014,23750.0,0.86,0.13,0.01,0.0,0.0,79.5,44.4,May
29,2018-04-12,39,helena-west helena,AR,threat,not_fleeing,False,Male,B,unarmed,False,36 - 49,Thursday,2018,22055.0,0.25,0.74,0.0,0.0,0.01,77.1,44.2,April
30,2018-05-23,33,rio bravo,TX,threat,not_fleeing,False,Female,H,unarmed,False,20 - 35,Wednesday,2018,25574.0,0.49,0.0,0.0,0.0,0.51,43.5,44.2,May
31,2016-01-31,46,immokalee,FL,no_threat,not_fleeing,False,Male,H,armed,False,36 - 49,Sunday,2016,50262.69,0.46,0.19,0.0,0.02,0.17,41.3,43.9,January
32,2017-03-22,42,booneville,KY,no_threat,not_fleeing,False,Male,W,armed,False,36 - 49,Wednesday,2017,12083.0,1.0,0.0,0.0,0.0,0.0,80.6,43.9,March
33,2016-02-03,22,rosebud,SD,threat,not_fleeing,True,Male,N,armed,False,20 - 35,Wednesday,2016,45408.26,0.86,0.02,0.07,0.01,0.04,75.0,43.7,February
34,2017-11-14,44,rancho tehama reserve,CA,no_threat,not_fleeing,False,Male,W,armed,True,36 - 49,Tuesday,2017,62652.87,0.18,0.07,0.01,0.11,0.34,72.6,43.2,November
35,2018-09-27,41,palatka,FL,no_threat,not_fleeing,False,Male,B,unarmed,False,36 - 49,Thursday,2018,20837.0,0.45,0.49,0.0,0.01,0.05,77.8,43.2,September
36,2017-09-30,28,palatka,FL,no_threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Saturday,2017,20837.0,0.45,0.49,0.0,0.01,0.05,77.8,43.2,September
37,2013-12-28,24,palatka,FL,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Saturday,2013,20837.0,0.45,0.49,0.0,0.01,0.05,77.8,43.2,December
38,2013-10-30,24,fort thompson,SD,threat,not_fleeing,False,Male,N,armed,False,20 - 35,Wednesday,2013,45408.26,0.86,0.02,0.07,0.01,0.04,79.8,43.2,October
39,2014-03-03,19,browning,MT,threat,not_fleeing,False,Male,N,armed,False,13 - 19,Monday,2014,23750.0,0.05,0.0,0.91,0.0,0.04,85.8,43.0,March
40,2014-02-20,70,browning,MT,threat,not_fleeing,False,Male,W,armed,True,Over 65,Thursday,2014,23750.0,0.05,0.0,0.91,0.0,0.04,85.8,43.0,February
41,2014-01-31,31,kingstree,SC,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Friday,2014,21743.0,0.29,0.68,0.0,0.02,0.01,80.9,42.5,January
42,2014-05-31,33,raeford,NC,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Saturday,2014,24599.0,0.44,0.41,0.04,0.01,0.1,75.8,42.4,May
43,2017-01-22,57,waldoboro,ME,threat,not_fleeing,False,Male,W,armed,False,50 - 64,Sunday,2017,45397.47,0.93,0.02,0.02,0.02,0.01,98.4,42.3,January
44,2015-12-14,33,mount hope,WV,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Monday,2015,21218.0,0.79,0.18,0.01,0.0,0.02,88.1,42.3,December
45,2016-07-07,63,selma,AL,threat,not_fleeing,True,Male,B,unarmed,False,50 - 64,Thursday,2016,22414.0,0.17,0.81,0.0,0.01,0.01,77.8,41.9,July
46,2013-12-04,73,selma,AL,threat,not_fleeing,False,Male,B,unarmed,False,Over 65,Wednesday,2013,22414.0,0.17,0.81,0.0,0.01,0.01,77.8,41.9,December
47,2013-06-02,28,selma,AL,threat,not_fleeing,False,Female,B,unarmed,False,20 - 35,Sunday,2013,22414.0,0.17,0.81,0.0,0.01,0.01,77.8,41.9,June
48,2013-06-02,59,selma,AL,threat,not_fleeing,False,Male,B,unarmed,False,50 - 64,Sunday,2013,22414.0,0.17,0.81,0.0,0.01,0.01,77.8,41.9,June
49,2013-06-02,28,selma,AL,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Sunday,2013,22414.0,0.17,0.81,0.0,0.01,0.01,77.8,41.9,June
50,2018-02-27,20,chester,SC,no_threat,flee,True,Male,W,armed,False,20 - 35,Tuesday,2018,21003.0,0.33,0.66,0.0,0.0,0.01,77.5,41.7,February
51,2013-06-23,26,lexington,MS,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Sunday,2013,26083.0,0.27,0.72,0.0,0.0,0.01,79.6,41.4,June
52,2017-09-09,26,arcata,CA,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Saturday,2017,29435.0,0.81,0.02,0.02,0.03,0.12,91.9,41.3,September
53,2014-11-03,28,blountsville,AL,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Monday,2014,30152.0,0.83,0.01,0.01,0.0,0.15,73.1,41.2,November
54,2014-06-04,22,flint,MI,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Wednesday,2014,24862.0,0.37,0.57,0.01,0.01,0.04,82.9,41.2,June
55,2013-06-10,34,sardis,GA,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Monday,2013,29886.0,0.44,0.55,0.0,0.0,0.01,71.5,41.1,June
56,2015-09-17,40,brodhead,KY,threat,not_fleeing,False,Male,W,armed,False,36 - 49,Thursday,2015,20379.0,0.99,0.0,0.0,0.0,0.01,63.0,41.1,September
57,2017-07-06,27,mamou,LA,no_threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Thursday,2017,19297.0,0.56,0.43,0.0,0.0,0.01,60.6,41.1,July
58,2017-02-16,22,douglas city,CA,no_threat,not_fleeing,False,Male,W,armed,False,20 - 35,Thursday,2017,62652.87,0.18,0.07,0.01,0.11,0.34,94.1,40.8,February
59,2018-10-22,61,newport,TN,threat,not_fleeing,False,Male,W,armed,False,50 - 64,Monday,2018,21288.0,0.92,0.05,0.01,0.0,0.02,78.4,40.7,October
60,2018-08-26,41,blacksburg,SC,threat,not_fleeing,False,Female,W,armed,True,36 - 49,Sunday,2018,25083.0,0.76,0.22,0.0,0.01,0.01,75.9,40.6,August
61,2018-11-23,23,detroit,MI,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Friday,2018,25764.0,0.11,0.81,0.0,0.01,0.07,78.3,40.3,November
62,2018-09-14,46,detroit,MI,threat,not_fleeing,True,Male,B,unarmed,False,36 - 49,Friday,2018,25764.0,0.11,0.81,0.0,0.01,0.07,78.3,40.3,September
63,2017-04-30,46,detroit,MI,threat,not_fleeing,False,Male,B,unarmed,False,36 - 49,Sunday,2017,25764.0,0.11,0.81,0.0,0.01,0.07,78.3,40.3,April
64,2017-02-13,19,detroit,MI,threat,flee,False,Male,B,unarmed,False,13 - 19,Monday,2017,25764.0,0.11,0.81,0.0,0.01,0.07,78.3,40.3,February
65,2016-08-03,54,detroit,MI,threat,not_fleeing,False,Male,W,armed,False,50 - 64,Wednesday,2016,25764.0,0.11,0.81,0.0,0.01,0.07,78.3,40.3,August
66,2015-05-23,25,detroit,MI,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Saturday,2015,25764.0,0.11,0.81,0.0,0.01,0.07,78.3,40.3,May
67,2015-04-27,20,detroit,MI,no_threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Monday,2015,25764.0,0.11,0.81,0.0,0.01,0.07,78.3,40.3,April
68,2013-05-01,26,detroit,MI,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Wednesday,2013,25764.0,0.11,0.81,0.0,0.01,0.07,78.3,40.3,May
69,2018-09-05,45,jonesville,NC,threat,not_fleeing,False,Male,W,armed,False,36 - 49,Wednesday,2018,21974.0,0.82,0.11,0.0,0.0,0.07,68.5,40.1,September
70,2018-09-03,40,cheney,WA,no_threat,not_fleeing,False,Male,W,armed,False,36 - 49,Monday,2018,27600.0,0.82,0.04,0.01,0.04,0.09,94.7,40.1,September
71,2017-07-27,39,homer,LA,threat,flee,False,Male,B,unarmed,False,36 - 49,Thursday,2017,27050.0,0.33,0.65,0.0,0.01,0.01,79.0,40.0,July
72,2017-01-11,38,camden,NJ,threat,not_fleeing,False,Male,H,armed,False,36 - 49,Wednesday,2017,25042.0,0.14,0.42,0.01,0.02,0.41,67.6,39.9,January
73,2015-11-24,24,camden,NJ,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Tuesday,2015,25042.0,0.14,0.42,0.01,0.02,0.41,67.6,39.9,November
74,2015-07-03,33,camden,NJ,threat,not_fleeing,False,Male,H,armed,True,20 - 35,Friday,2015,25042.0,0.14,0.42,0.01,0.02,0.41,67.6,39.9,July
75,2014-11-19,41,clarkton,MO,threat,not_fleeing,False,Male,W,armed,False,36 - 49,Wednesday,2014,25500.0,0.85,0.05,0.0,0.0,0.1,59.6,39.8,November
76,2016-09-30,38,groveton,TX,no_threat,not_fleeing,False,Male,W,armed,False,36 - 49,Friday,2016,30684.0,0.74,0.12,0.01,0.0,0.13,73.0,39.7,September
77,2017-01-04,45,english,IN,threat,flee,False,Male,W,armed,False,36 - 49,Wednesday,2017,17438.0,0.98,0.0,0.01,0.0,0.01,67.1,39.6,January
78,2017-02-24,62,reading,PA,threat,not_fleeing,False,Male,W,armed,False,50 - 64,Friday,2017,26784.0,0.39,0.11,0.01,0.01,0.48,65.1,39.6,February
79,2015-02-13,35,reading,PA,no_threat,not_fleeing,False,Male,H,unarmed,False,20 - 35,Friday,2015,26784.0,0.39,0.11,0.01,0.01,0.48,65.1,39.6,February
80,2013-08-13,34,st. joseph,LA,threat,not_fleeing,False,Male,A,armed,True,20 - 35,Tuesday,2013,16923.0,0.21,0.78,0.0,0.0,0.01,82.4,39.4,August
81,2018-03-08,27,pilot station,AK,threat,flee,False,Male,N,armed,False,20 - 35,Thursday,2018,33125.0,0.02,0.0,0.98,0.0,0.0,72.6,39.3,March
82,2014-12-18,17,willow creek,CA,threat,not_fleeing,False,Male,N,armed,False,13 - 19,Thursday,2014,62652.87,0.18,0.07,0.01,0.11,0.34,95.2,39.2,December
83,2014-02-07,27,ruston,LA,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Friday,2014,28560.0,0.53,0.42,0.0,0.03,0.02,87.7,39.1,February
84,2013-12-29,22,ruston,LA,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Sunday,2013,28560.0,0.53,0.42,0.0,0.03,0.02,87.7,39.1,December
85,2014-11-09,56,lucerne,CA,threat,not_fleeing,False,Male,W,armed,False,50 - 64,Sunday,2014,62652.87,0.18,0.07,0.01,0.11,0.34,75.4,39.0,November
86,2018-10-05,43,chinle,AZ,no_threat,not_fleeing,False,Male,N,armed,False,36 - 49,Friday,2018,42495.67,0.32,0.04,0.02,0.03,0.28,83.1,38.8,October
87,2014-10-29,26,natchitoches,LA,threat,not_fleeing,False,Male,W,armed,True,20 - 35,Wednesday,2014,22216.0,0.36,0.6,0.01,0.01,0.02,81.4,38.6,October
88,2016-06-23,29,hanover,NM,no_threat,not_fleeing,False,Male,H,armed,False,20 - 35,Thursday,2016,40952.91,0.14,0.02,0.04,0.01,0.37,100.0,38.4,June
89,2013-04-30,26,bloomington,IN,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Tuesday,2013,30019.0,0.83,0.05,0.0,0.08,0.04,93.4,38.3,April
90,2017-09-21,70,boswell,OK,threat,flee,False,Male,W,armed,False,Over 65,Thursday,2017,21827.0,0.66,0.09,0.19,0.0,0.06,79.9,38.3,September
91,2016-06-27,32,cochran,GA,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Monday,2016,30273.0,0.48,0.48,0.0,0.02,0.02,75.1,38.1,June
92,2013-08-04,54,sandia park,NM,threat,not_fleeing,False,Male,H,armed,False,50 - 64,Sunday,2013,40952.91,0.14,0.02,0.04,0.01,0.37,100.0,38.1,August
93,2016-01-20,40,port barre,LA,threat,not_fleeing,False,Male,B,unarmed,False,36 - 49,Wednesday,2016,22273.0,0.72,0.26,0.0,0.0,0.02,72.6,38.0,January
94,2013-07-19,62,st. regis,MT,threat,not_fleeing,False,Male,W,armed,False,50 - 64,Friday,2013,45119.98,0.82,0.01,0.12,0.01,0.04,83.5,37.9,July
95,2018-01-02,30,camp wood,TX,threat,not_fleeing,False,Female,W,armed,False,20 - 35,Tuesday,2018,28403.0,0.7,0.01,0.01,0.0,0.28,65.5,37.9,January
96,2017-09-22,40,hattiesburg,MS,threat,not_fleeing,False,Male,W,armed,False,36 - 49,Friday,2017,26852.0,0.42,0.53,0.0,0.01,0.04,84.6,37.8,September
97,2016-11-25,23,hattiesburg,MS,threat,flee,False,Male,B,unarmed,False,20 - 35,Friday,2016,26852.0,0.42,0.53,0.0,0.01,0.04,84.6,37.8,November
98,2014-08-30,21,hattiesburg,MS,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Saturday,2014,26852.0,0.42,0.53,0.0,0.01,0.04,84.6,37.8,August
99,2014-07-05,30,pine lawn,MO,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Saturday,2014,26020.0,0.02,0.97,0.0,0.0,0.01,78.2,37.6,July
100,2015-11-17,58,arlington,GA,no_threat,not_fleeing,False,Male,W,armed,False,50 - 64,Tuesday,2015,21429.0,0.22,0.76,0.0,0.0,0.02,71.2,37.5,November
101,2014-08-17,52,mexico,ME,threat,not_fleeing,False,Male,W,armed,False,50 - 64,Sunday,2014,45397.47,0.93,0.02,0.02,0.02,0.01,87.9,37.3,August
102,2016-06-09,38,york,PA,threat,not_fleeing,False,Male,W,armed,False,36 - 49,Thursday,2016,29025.0,0.46,0.26,0.01,0.01,0.26,76.5,37.3,June
103,2015-10-17,28,york,PA,no_threat,not_fleeing,False,Male,B,unarmed,True,20 - 35,Saturday,2015,29025.0,0.46,0.26,0.01,0.01,0.26,76.5,37.3,October
104,2018-09-12,38,gary,IN,threat,not_fleeing,False,Male,B,unarmed,False,36 - 49,Wednesday,2018,28020.0,0.11,0.84,0.0,0.0,0.05,83.9,37.1,September
105,2018-06-07,28,gary,IN,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Thursday,2018,28020.0,0.11,0.84,0.0,0.0,0.05,83.9,37.1,June
106,2017-08-03,15,gary,IN,threat,flee,False,Male,B,unarmed,False,13 - 19,Thursday,2017,28020.0,0.11,0.84,0.0,0.0,0.05,83.9,37.1,August
107,2017-01-18,19,gary,IN,threat,flee,False,Male,B,unarmed,False,13 - 19,Wednesday,2017,28020.0,0.11,0.84,0.0,0.0,0.05,83.9,37.1,January
108,2015-10-12,31,brookhaven,MS,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Monday,2015,30487.0,0.44,0.54,0.0,0.01,0.01,84.8,37.1,October
109,2017-07-08,23,crescent city,FL,no_threat,not_fleeing,False,Male,B,unarmed,True,20 - 35,Saturday,2017,26202.0,0.55,0.29,0.0,0.0,0.16,71.0,37.0,July
110,2018-06-22,32,atlantic city,NJ,threat,not_fleeing,True,Male,B,unarmed,False,20 - 35,Friday,2018,25737.0,0.24,0.34,0.01,0.14,0.27,69.6,36.9,June
111,2016-09-03,25,atlantic city,NJ,no_threat,flee,False,Male,B,unarmed,False,20 - 35,Saturday,2016,25737.0,0.24,0.34,0.01,0.14,0.27,69.6,36.9,September
112,2015-07-07,37,atlantic city,NJ,threat,flee,False,Male,B,unarmed,False,36 - 49,Tuesday,2015,25737.0,0.24,0.34,0.01,0.14,0.27,69.6,36.9,July
113,2014-09-09,20,atlantic city,NJ,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Tuesday,2014,25737.0,0.24,0.34,0.01,0.14,0.27,69.6,36.9,September
114,2014-03-27,27,atlantic city,NJ,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Thursday,2014,25737.0,0.24,0.34,0.01,0.14,0.27,69.6,36.9,March
115,2017-12-17,52,valley head,WV,threat,not_fleeing,False,Male,W,armed,False,50 - 64,Sunday,2017,39097.12,0.91,0.07,0.0,0.01,0.01,84.0,36.9,December
116,2018-03-23,32,bogalusa,LA,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Friday,2018,23315.0,0.5,0.48,0.0,0.0,0.02,75.8,36.8,March
117,2018-10-04,25,greenville,MS,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Thursday,2018,29206.0,0.2,0.78,0.0,0.01,0.01,78.7,36.8,October
118,2017-01-21,44,greenville,MS,threat,not_fleeing,False,Male,B,unarmed,False,36 - 49,Saturday,2017,29206.0,0.2,0.78,0.0,0.01,0.01,78.7,36.8,January
119,2015-10-14,57,monroeville,AL,threat,not_fleeing,False,Male,B,unarmed,False,50 - 64,Wednesday,2015,30678.0,0.43,0.56,0.0,0.0,0.01,82.3,36.7,October
120,2017-01-04,64,lancaster,KY,threat,not_fleeing,False,Male,W,armed,False,50 - 64,Wednesday,2017,29542.0,0.9,0.07,0.0,0.0,0.03,70.3,36.7,January
121,2017-05-15,48,wewoka,OK,threat,not_fleeing,False,Male,W,armed,False,36 - 49,Monday,2017,26605.0,0.55,0.17,0.24,0.0,0.04,78.9,36.7,May
122,2018-12-07,51,fort pierce,FL,threat,not_fleeing,False,Male,H,armed,False,50 - 64,Friday,2018,25635.0,0.41,0.37,0.01,0.01,0.2,76.1,36.6,December
123,2018-11-17,27,fort pierce,FL,threat,flee,False,Male,B,unarmed,False,20 - 35,Saturday,2018,25635.0,0.41,0.37,0.01,0.01,0.2,76.1,36.6,November
124,2016-04-23,21,fort pierce,FL,threat,flee,False,Male,B,unarmed,False,20 - 35,Saturday,2016,25635.0,0.41,0.37,0.01,0.01,0.2,76.1,36.6,April
125,2015-11-19,27,fort pierce,FL,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Thursday,2015,25635.0,0.41,0.37,0.01,0.01,0.2,76.1,36.6,November
126,2015-03-27,39,fort pierce,FL,no_threat,not_fleeing,False,Male,B,unarmed,False,36 - 49,Friday,2015,25635.0,0.41,0.37,0.01,0.01,0.2,76.1,36.6,March
127,2014-01-14,30,fort pierce,FL,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Tuesday,2014,25635.0,0.41,0.37,0.01,0.01,0.2,76.1,36.6,January
128,2016-07-31,38,wapato,WA,no_threat,not_fleeing,False,Male,H,undetermined,False,36 - 49,Sunday,2016,32722.0,0.16,0.0,0.06,0.01,0.77,44.4,36.6,July
129,2014-07-11,42,wapato,WA,threat,not_fleeing,False,Male,N,armed,False,36 - 49,Friday,2014,32722.0,0.16,0.0,0.06,0.01,0.77,44.4,36.6,July
130,2016-02-03,53,schulter,OK,threat,not_fleeing,False,Male,W,armed,False,50 - 64,Wednesday,2016,29063.0,0.81,0.01,0.15,0.0,0.03,74.7,36.5,February
131,2017-07-27,25,avenal,CA,threat,not_fleeing,False,Male,H,armed,False,20 - 35,Thursday,2017,32432.0,0.31,0.09,0.01,0.01,0.58,48.8,36.4,July
132,2015-05-16,45,harvey,IL,threat,flee,False,Male,B,unarmed,False,36 - 49,Saturday,2015,22014.0,0.09,0.72,0.0,0.01,0.18,78.1,36.4,May
133,2014-04-13,20,harvey,IL,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Sunday,2014,22014.0,0.09,0.72,0.0,0.01,0.18,78.1,36.4,April
134,2013-04-30,60,coeburn,VA,threat,not_fleeing,False,Male,B,unarmed,False,50 - 64,Tuesday,2013,24575.0,0.95,0.03,0.0,0.0,0.02,73.9,36.4,April
135,2017-11-18,56,prichard,AL,no_threat,flee,False,Male,B,unarmed,False,50 - 64,Saturday,2017,23785.0,0.13,0.86,0.0,0.0,0.01,78.5,36.3,November
136,2013-09-20,20,ivanhoe,CA,no_threat,not_fleeing,False,Male,H,armed,False,20 - 35,Friday,2013,62652.87,0.18,0.07,0.01,0.11,0.34,42.5,36.3,September
137,2017-02-25,39,lumpkin,GA,threat,flee,False,Male,W,armed,False,36 - 49,Saturday,2017,24659.0,0.15,0.33,0.0,0.01,0.51,75.2,36.3,February
138,2013-10-08,43,waycross,GA,threat,not_fleeing,False,Male,B,unarmed,False,36 - 49,Tuesday,2013,25082.0,0.41,0.55,0.0,0.01,0.03,80.6,36.3,October
139,2013-10-04,43,waycross,GA,threat,not_fleeing,False,Male,B,unarmed,False,36 - 49,Friday,2013,25082.0,0.41,0.55,0.0,0.01,0.03,80.6,36.3,October
140,2014-05-11,25,eloy,AZ,threat,not_fleeing,False,Male,H,armed,False,20 - 35,Sunday,2014,31033.0,0.35,0.09,0.03,0.04,0.49,64.2,36.2,May
141,2014-01-14,40,eloy,AZ,threat,not_fleeing,False,Male,H,unarmed,False,36 - 49,Tuesday,2014,31033.0,0.35,0.09,0.03,0.04,0.49,64.2,36.2,January
142,2013-12-23,32,eloy,AZ,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Monday,2013,31033.0,0.35,0.09,0.03,0.04,0.49,64.2,36.2,December
143,2017-02-03,22,rowland,NC,threat,flee,False,Male,B,unarmed,False,20 - 35,Friday,2017,21298.0,0.21,0.71,0.06,0.0,0.02,77.1,36.2,February
144,2018-05-24,33,cleveland,OH,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Thursday,2018,26150.0,0.36,0.52,0.0,0.02,0.1,77.4,36.2,May
145,2017-10-25,33,cleveland,OH,threat,flee,False,Male,B,unarmed,False,20 - 35,Wednesday,2017,26150.0,0.36,0.52,0.0,0.02,0.1,77.4,36.2,October
146,2017-04-10,30,cleveland,OH,no_threat,not_fleeing,False,Male,W,armed,False,20 - 35,Monday,2017,26150.0,0.36,0.52,0.0,0.02,0.1,77.4,36.2,April
147,2015-12-08,33,cleveland,OH,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Tuesday,2015,26150.0,0.36,0.52,0.0,0.02,0.1,77.4,36.2,December
148,2015-03-19,18,cleveland,OH,threat,not_fleeing,False,Male,B,unarmed,False,13 - 19,Thursday,2015,26150.0,0.36,0.52,0.0,0.02,0.1,77.4,36.2,March
149,2015-03-10,64,cleveland,OH,threat,not_fleeing,True,Male,B,unarmed,False,50 - 64,Tuesday,2015,26150.0,0.36,0.52,0.0,0.02,0.1,77.4,36.2,March
150,2014-11-22,12,cleveland,OH,threat,not_fleeing,False,Male,B,unarmed,False,Under 12,Saturday,2014,26150.0,0.36,0.52,0.0,0.02,0.1,77.4,36.2,November
151,2014-09-02,35,cleveland,OH,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Tuesday,2014,26150.0,0.36,0.52,0.0,0.02,0.1,77.4,36.2,September
152,2013-08-30,47,cleveland,OH,threat,not_fleeing,False,Male,W,armed,False,36 - 49,Friday,2013,26150.0,0.36,0.52,0.0,0.02,0.1,77.4,36.2,August
