,date,age,city,state,threat_level,flee,body_camera,gender,race,armed,signs_of_mental_illness,Age_range,daysofweek,year,Median Income,share_white,share_black,share_native_american,share_asian,share_hispanic,percent_completed_hs,poverty_rate,month
3044,2016-12-25,29,washington,DC,no_threat,not_fleeing,True,Male,B,unarmed,False,20 - 35,Sunday,2016,70848.0,0.38,0.5,0.0,0.03,0.09,89.3,18.0,December
3045,2016-09-11,31,washington,DC,threat,flee,False,Male,B,unarmed,False,20 - 35,Sunday,2016,70848.0,0.38,0.5,0.0,0.03,0.09,89.3,18.0,September
3046,2016-07-04,21,washington,DC,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Monday,2016,70848.0,0.38,0.5,0.0,0.03,0.09,89.3,18.0,July
3047,2016-06-27,63,washington,DC,threat,not_fleeing,True,Male,B,unarmed,True,50 - 64,Monday,2016,70848.0,0.38,0.5,0.0,0.03,0.09,89.3,18.0,June
3048,2016-02-01,36,washington,DC,threat,flee,False,Male,B,unarmed,False,36 - 49,Monday,2016,70848.0,0.38,0.5,0.0,0.03,0.09,89.3,18.0,February
3049,2015-11-19,34,washington,DC,no_threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Thursday,2015,70848.0,0.38,0.5,0.0,0.03,0.09,89.3,18.0,November
3050,2015-11-02,62,washington,DC,threat,flee,False,Male,B,unarmed,False,50 - 64,Monday,2015,70848.0,0.38,0.5,0.0,0.03,0.09,89.3,18.0,November
3051,2015-10-26,21,washington,DC,threat,not_fleeing,False,Female,B,unarmed,False,20 - 35,Monday,2015,70848.0,0.38,0.5,0.0,0.03,0.09,89.3,18.0,October
3052,2015-03-12,35,washington,DC,no_threat,not_fleeing,False,Male,B,unarmed,True,20 - 35,Thursday,2015,70848.0,0.38,0.5,0.0,0.03,0.09,89.3,18.0,March
3053,2014-12-24,33,washington,DC,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Wednesday,2014,70848.0,0.38,0.5,0.0,0.03,0.09,89.3,18.0,December
3054,2014-10-04,36,washington,DC,threat,not_fleeing,False,Male,B,unarmed,False,36 - 49,Saturday,2014,70848.0,0.38,0.5,0.0,0.03,0.09,89.3,18.0,October
3055,2014-04-06,33,washington,DC,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Sunday,2014,70848.0,0.38,0.5,0.0,0.03,0.09,89.3,18.0,April
3056,2014-03-18,19,washington,DC,threat,not_fleeing,False,Male,B,unarmed,False,13 - 19,Tuesday,2014,70848.0,0.38,0.5,0.0,0.03,0.09,89.3,18.0,March
3057,2013-12-03,19,washington,DC,threat,not_fleeing,False,Male,B,unarmed,False,13 - 19,Tuesday,2013,70848.0,0.38,0.5,0.0,0.03,0.09,89.3,18.0,December
3058,2013-11-25,26,washington,DC,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Monday,2013,70848.0,0.38,0.5,0.0,0.03,0.09,89.3,18.0,November
3059,2013-10-03,34,washington,DC,threat,not_fleeing,False,Female,B,unarmed,False,20 - 35,Thursday,2013,70848.0,0.38,0.5,0.0,0.03,0.09,89.3,18.0,October
3060,2013-09-16,34,washington,DC,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Monday,2013,70848.0,0.38,0.5,0.0,0.03,0.09,89.3,18.0,September
3061,2013-05-29,34,washington,DC,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Wednesday,2013,70848.0,0.38,0.5,0.0,0.03,0.09,89.3,18.0,May
3062,2017-05-22,31,mountain home,ID,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Monday,2017,46739.0,0.81,0.03,0.01,0.03,0.12,88.6,18.0,May
3063,2014-08-27,61,bloomfield,NM,threat,not_fleeing,False,Male,N,undetermined,False,50 - 64,Wednesday,2014,49070.0,0.57,0.01,0.15,0.0,0.27,79.4,18.0,August
3064,2014-12-31,34,norman,OK,threat,not_fleeing,False,Male,H,armed,False,20 - 35,Wednesday,2014,51491.0,0.81,0.04,0.05,0.04,0.06,93.0,18.0,December
3065,2014-07-05,27,norman,OK,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Saturday,2014,51491.0,0.81,0.04,0.05,0.04,0.06,93.0,18.0,July
3066,2018-10-10,30,portland,OR,no_threat,not_fleeing,False,Male,W,armed,False,20 - 35,Wednesday,2018,55003.0,0.77,0.06,0.01,0.07,0.09,91.3,18.0,October
3067,2018-09-30,27,portland,OR,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Sunday,2018,55003.0,0.77,0.06,0.01,0.07,0.09,91.3,18.0,September
3068,2018-06-29,45,portland,OR,no_threat,not_fleeing,False,Male,W,armed,False,36 - 49,Friday,2018,55003.0,0.77,0.06,0.01,0.07,0.09,91.3,18.0,June
3069,2018-04-07,48,portland,OR,no_threat,flee,False,Male,W,armed,True,36 - 49,Saturday,2018,55003.0,0.77,0.06,0.01,0.07,0.09,91.3,18.0,April
3070,2017-05-10,24,portland,OR,no_threat,flee,False,Male,B,unarmed,True,20 - 35,Wednesday,2017,55003.0,0.77,0.06,0.01,0.07,0.09,91.3,18.0,May
3071,2017-02-09,17,portland,OR,no_threat,flee,False,Male,B,unarmed,False,13 - 19,Thursday,2017,55003.0,0.77,0.06,0.01,0.07,0.09,91.3,18.0,February
3072,2016-12-06,52,portland,OR,threat,not_fleeing,False,Male,W,armed,False,50 - 64,Tuesday,2016,55003.0,0.77,0.06,0.01,0.07,0.09,91.3,18.0,December
3073,2015-11-06,51,portland,OR,threat,not_fleeing,False,Male,W,armed,True,50 - 64,Friday,2015,55003.0,0.77,0.06,0.01,0.07,0.09,91.3,18.0,November
3074,2015-06-28,29,portland,OR,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Sunday,2015,55003.0,0.77,0.06,0.01,0.07,0.09,91.3,18.0,June
3075,2015-03-22,36,portland,OR,no_threat,flee,False,Male,W,armed,True,36 - 49,Sunday,2015,55003.0,0.77,0.06,0.01,0.07,0.09,91.3,18.0,March
3076,2014-06-12,23,portland,OR,threat,not_fleeing,False,Male,W,armed,True,20 - 35,Thursday,2014,55003.0,0.77,0.06,0.01,0.07,0.09,91.3,18.0,June
3077,2014-03-12,49,portland,OR,threat,not_fleeing,False,Male,W,armed,True,36 - 49,Wednesday,2014,55003.0,0.77,0.06,0.01,0.07,0.09,91.3,18.0,March
3078,2013-03-04,32,portland,OR,threat,not_fleeing,False,Male,H,armed,False,20 - 35,Monday,2013,55003.0,0.77,0.06,0.01,0.07,0.09,91.3,18.0,March
3079,2013-02-17,50,portland,OR,threat,not_fleeing,False,Male,W,armed,False,50 - 64,Sunday,2013,55003.0,0.77,0.06,0.01,0.07,0.09,91.3,18.0,February
3080,2018-08-17,21,austin,TX,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Friday,2018,57689.0,0.57,0.07,0.01,0.05,0.3,87.5,18.0,August
3081,2018-06-07,20,austin,TX,no_threat,not_fleeing,True,Female,W,armed,False,20 - 35,Thursday,2018,57689.0,0.57,0.07,0.01,0.05,0.3,87.5,18.0,June
3082,2018-03-07,46,austin,TX,no_threat,not_fleeing,False,Male,H,armed,True,36 - 49,Wednesday,2018,57689.0,0.57,0.07,0.01,0.05,0.3,87.5,18.0,March
3083,2018-02-19,23,austin,TX,threat,flee,False,Male,H,armed,True,20 - 35,Monday,2018,57689.0,0.57,0.07,0.01,0.05,0.3,87.5,18.0,February
3084,2017-05-07,24,austin,TX,threat,flee,False,Male,B,unarmed,False,20 - 35,Sunday,2017,57689.0,0.57,0.07,0.01,0.05,0.3,87.5,18.0,May
3085,2017-05-02,20,austin,TX,no_threat,not_fleeing,False,Male,H,armed,True,20 - 35,Tuesday,2017,57689.0,0.57,0.07,0.01,0.05,0.3,87.5,18.0,May
3086,2017-02-22,30,austin,TX,no_threat,flee,False,Female,B,unarmed,True,20 - 35,Wednesday,2017,57689.0,0.57,0.07,0.01,0.05,0.3,87.5,18.0,February
3087,2017-01-14,47,austin,TX,threat,flee,False,Male,W,armed,False,36 - 49,Saturday,2017,57689.0,0.57,0.07,0.01,0.05,0.3,87.5,18.0,January
3088,2016-10-16,26,austin,TX,threat,not_fleeing,False,Female,W,armed,True,20 - 35,Sunday,2016,57689.0,0.57,0.07,0.01,0.05,0.3,87.5,18.0,October
3089,2016-09-15,34,austin,TX,threat,flee,False,Male,W,armed,False,20 - 35,Thursday,2016,57689.0,0.57,0.07,0.01,0.05,0.3,87.5,18.0,September
3090,2016-09-05,35,austin,TX,no_threat,not_fleeing,False,Male,H,armed,False,20 - 35,Monday,2016,57689.0,0.57,0.07,0.01,0.05,0.3,87.5,18.0,September
3091,2016-04-22,29,austin,TX,threat,not_fleeing,False,Male,W,armed,True,20 - 35,Friday,2016,57689.0,0.57,0.07,0.01,0.05,0.3,87.5,18.0,April
3092,2016-04-03,25,austin,TX,threat,flee,False,Male,W,armed,False,20 - 35,Sunday,2016,57689.0,0.57,0.07,0.01,0.05,0.3,87.5,18.0,April
3093,2016-02-08,17,austin,TX,no_threat,not_fleeing,False,Male,B,unarmed,False,13 - 19,Monday,2016,57689.0,0.57,0.07,0.01,0.05,0.3,87.5,18.0,February
3094,2015-07-12,60,austin,TX,threat,flee,False,Male,W,armed,False,50 - 64,Sunday,2015,57689.0,0.57,0.07,0.01,0.05,0.3,87.5,18.0,July
3095,2015-07-05,35,austin,TX,threat,flee,False,Male,W,armed,False,20 - 35,Sunday,2015,57689.0,0.57,0.07,0.01,0.05,0.3,87.5,18.0,July
3096,2015-07-05,25,austin,TX,threat,not_fleeing,False,Male,W,armed,True,20 - 35,Sunday,2015,57689.0,0.57,0.07,0.01,0.05,0.3,87.5,18.0,July
3097,2015-05-25,31,austin,TX,threat,not_fleeing,False,Female,W,armed,True,20 - 35,Monday,2015,57689.0,0.57,0.07,0.01,0.05,0.3,87.5,18.0,May
3098,2015-02-08,27,austin,TX,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Sunday,2015,57689.0,0.57,0.07,0.01,0.05,0.3,87.5,18.0,February
3099,2015-01-23,61,austin,TX,threat,not_fleeing,False,Male,W,armed,True,50 - 64,Friday,2015,57689.0,0.57,0.07,0.01,0.05,0.3,87.5,18.0,January
3100,2014-11-28,49,austin,TX,threat,not_fleeing,False,Male,W,armed,False,36 - 49,Friday,2014,57689.0,0.57,0.07,0.01,0.05,0.3,87.5,18.0,November
3101,2014-09-08,24,austin,TX,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Monday,2014,57689.0,0.57,0.07,0.01,0.05,0.3,87.5,18.0,September
3102,2013-07-26,32,austin,TX,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Friday,2013,57689.0,0.57,0.07,0.01,0.05,0.3,87.5,18.0,July
3103,2013-04-23,54,austin,TX,threat,not_fleeing,False,Male,W,armed,True,50 - 64,Tuesday,2013,57689.0,0.57,0.07,0.01,0.05,0.3,87.5,18.0,April
3104,2013-03-01,70,austin,TX,threat,not_fleeing,False,Male,W,armed,False,Over 65,Friday,2013,57689.0,0.57,0.07,0.01,0.05,0.3,87.5,18.0,March
3105,2015-04-25,25,victoria,TX,no_threat,not_fleeing,True,Male,W,armed,True,20 - 35,Saturday,2015,48658.0,0.57,0.06,0.0,0.01,0.36,81.3,18.0,April
3106,2018-10-16,45,tacoma,WA,threat,not_fleeing,False,Male,W,armed,False,36 - 49,Tuesday,2018,52042.0,0.67,0.11,0.02,0.08,0.12,87.6,18.0,October
3107,2018-01-07,27,tacoma,WA,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Sunday,2018,52042.0,0.67,0.11,0.02,0.08,0.12,87.6,18.0,January
3108,2017-09-21,40,tacoma,WA,no_threat,not_fleeing,False,Male,W,armed,True,36 - 49,Thursday,2017,52042.0,0.67,0.11,0.02,0.08,0.12,87.6,18.0,September
3109,2017-09-10,58,tacoma,WA,threat,not_fleeing,False,Male,H,armed,False,50 - 64,Sunday,2017,52042.0,0.67,0.11,0.02,0.08,0.12,87.6,18.0,September
3110,2016-12-01,38,tacoma,WA,threat,not_fleeing,False,Male,B,unarmed,False,36 - 49,Thursday,2016,52042.0,0.67,0.11,0.02,0.08,0.12,87.6,18.0,December
3111,2016-01-28,32,tacoma,WA,no_threat,not_fleeing,False,Female,N,armed,False,20 - 35,Thursday,2016,52042.0,0.67,0.11,0.02,0.08,0.12,87.6,18.0,January
3112,2015-08-05,40,tacoma,WA,threat,not_fleeing,False,Male,W,armed,False,36 - 49,Wednesday,2015,52042.0,0.67,0.11,0.02,0.08,0.12,87.6,18.0,August
3113,2015-05-10,47,tacoma,WA,threat,not_fleeing,False,Male,W,armed,False,36 - 49,Sunday,2015,52042.0,0.67,0.11,0.02,0.08,0.12,87.6,18.0,May
3114,2015-03-14,53,follansbee,WV,no_threat,not_fleeing,False,Male,W,armed,False,50 - 64,Saturday,2015,51144.0,0.99,0.0,0.0,0.0,0.01,87.6,18.0,March
3115,2017-04-25,20,bellflower,CA,no_threat,flee,False,Male,H,armed,False,20 - 35,Tuesday,2017,48823.0,0.34,0.12,0.01,0.1,0.43,77.6,17.9,April
3116,2014-08-18,38,bellflower,CA,threat,not_fleeing,False,Male,B,unarmed,False,36 - 49,Monday,2014,48823.0,0.34,0.12,0.01,0.1,0.43,77.6,17.9,August
3117,2018-08-18,15,ceres,CA,no_threat,flee,False,Male,H,armed,False,13 - 19,Saturday,2018,47858.0,0.47,0.02,0.01,0.05,0.45,67.9,17.9,August
3118,2017-10-22,27,ceres,CA,no_threat,flee,False,Male,H,unarmed,False,20 - 35,Sunday,2017,47858.0,0.47,0.02,0.01,0.05,0.45,67.9,17.9,October
3119,2016-01-05,28,ceres,CA,no_threat,flee,False,Male,H,armed,False,20 - 35,Tuesday,2016,47858.0,0.47,0.02,0.01,0.05,0.45,67.9,17.9,January
3120,2018-10-23,37,pittsburg,CA,threat,flee,True,Male,H,armed,False,36 - 49,Tuesday,2018,60777.0,0.31,0.16,0.01,0.14,0.38,79.5,17.9,October
3121,2018-01-12,43,pittsburg,CA,no_threat,not_fleeing,False,Male,B,unarmed,False,36 - 49,Friday,2018,60777.0,0.31,0.16,0.01,0.14,0.38,79.5,17.9,January
3122,2017-01-17,39,twentynine palms,CA,threat,not_fleeing,False,Male,H,armed,False,36 - 49,Tuesday,2017,41582.0,0.67,0.08,0.01,0.04,0.2,89.9,17.9,January
3123,2018-01-26,43,rock falls,IL,threat,flee,False,Male,B,unarmed,False,36 - 49,Friday,2018,35361.0,0.85,0.01,0.0,0.0,0.14,81.8,17.9,January
3124,2013-11-22,30,rock falls,IL,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Friday,2013,35361.0,0.85,0.01,0.0,0.0,0.14,81.8,17.9,November
3125,2017-01-07,50,independence,MO,threat,not_fleeing,False,Male,H,armed,True,50 - 64,Saturday,2017,43472.0,0.84,0.06,0.01,0.01,0.08,87.6,17.9,January
3126,2013-12-05,49,independence,MO,threat,not_fleeing,False,Male,W,armed,False,36 - 49,Thursday,2013,43472.0,0.84,0.06,0.01,0.01,0.08,87.6,17.9,December
3127,2014-02-15,45,auburn,NY,threat,not_fleeing,False,Male,W,armed,False,36 - 49,Saturday,2014,39438.0,0.86,0.09,0.0,0.01,0.04,84.4,17.9,February
3128,2018-01-20,61,longview,TX,no_threat,not_fleeing,False,Male,B,unarmed,True,50 - 64,Saturday,2018,44544.0,0.6,0.22,0.0,0.01,0.17,83.5,17.9,January
3129,2015-08-28,23,longview,TX,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Friday,2015,44544.0,0.6,0.22,0.0,0.01,0.17,83.5,17.9,August
3130,2015-01-22,17,longview,TX,no_threat,not_fleeing,False,Female,W,armed,True,13 - 19,Thursday,2015,44544.0,0.6,0.22,0.0,0.01,0.17,83.5,17.9,January
3131,2014-08-08,23,longview,TX,threat,not_fleeing,False,Male,W,armed,True,20 - 35,Friday,2014,44544.0,0.6,0.22,0.0,0.01,0.17,83.5,17.9,August
3132,2014-03-09,15,longview,TX,threat,not_fleeing,False,Male,H,armed,False,13 - 19,Sunday,2014,44544.0,0.6,0.22,0.0,0.01,0.17,83.5,17.9,March
3133,2013-05-20,28,longview,TX,threat,not_fleeing,False,Male,H,armed,False,20 - 35,Monday,2013,44544.0,0.6,0.22,0.0,0.01,0.17,83.5,17.9,May
3134,2013-05-10,38,longview,TX,threat,not_fleeing,False,Female,W,armed,False,36 - 49,Friday,2013,44544.0,0.6,0.22,0.0,0.01,0.17,83.5,17.9,May
3135,2018-06-09,49,temple,TX,threat,not_fleeing,False,Male,W,armed,False,36 - 49,Saturday,2018,47475.0,0.61,0.15,0.01,0.02,0.21,87.9,17.9,June
3136,2016-09-03,33,temple,TX,threat,flee,False,Male,B,unarmed,False,20 - 35,Saturday,2016,47475.0,0.61,0.15,0.01,0.02,0.21,87.9,17.9,September
3137,2017-07-31,28,oshkosh,WI,threat,flee,True,Male,B,unarmed,False,20 - 35,Monday,2017,42650.0,0.9,0.03,0.01,0.03,0.03,89.3,17.9,July
3138,2018-01-06,17,little rock,AR,threat,not_fleeing,False,Male,B,unarmed,False,13 - 19,Saturday,2018,46085.0,0.48,0.42,0.0,0.03,0.07,90.7,17.8,January
3139,2017-04-05,22,little rock,AR,no_threat,not_fleeing,False,Male,W,armed,False,20 - 35,Wednesday,2017,46085.0,0.48,0.42,0.0,0.03,0.07,90.7,17.8,April
3140,2017-03-26,54,little rock,AR,threat,flee,False,Male,W,armed,False,50 - 64,Sunday,2017,46085.0,0.48,0.42,0.0,0.03,0.07,90.7,17.8,March
3141,2016-10-25,46,little rock,AR,no_threat,not_fleeing,False,Male,B,unarmed,False,36 - 49,Tuesday,2016,46085.0,0.48,0.42,0.0,0.03,0.07,90.7,17.8,October
3142,2016-09-26,32,little rock,AR,no_threat,not_fleeing,False,Male,W,armed,True,20 - 35,Monday,2016,46085.0,0.48,0.42,0.0,0.03,0.07,90.7,17.8,September
3143,2014-05-18,21,little rock,AR,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Sunday,2014,46085.0,0.48,0.42,0.0,0.03,0.07,90.7,17.8,May
3144,2014-03-05,52,little rock,AR,threat,not_fleeing,False,Male,B,unarmed,False,50 - 64,Wednesday,2014,46085.0,0.48,0.42,0.0,0.03,0.07,90.7,17.8,March
3145,2013-07-15,26,little rock,AR,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Monday,2013,46085.0,0.48,0.42,0.0,0.03,0.07,90.7,17.8,July
3146,2013-04-25,18,little rock,AR,threat,not_fleeing,False,Male,B,unarmed,False,13 - 19,Thursday,2013,46085.0,0.48,0.42,0.0,0.03,0.07,90.7,17.8,April
3147,2017-07-05,24,vista,CA,no_threat,flee,False,Male,H,unarmed,False,20 - 35,Wednesday,2017,50601.0,0.53,0.03,0.01,0.03,0.4,76.9,17.8,July
3148,2016-08-11,33,vista,CA,no_threat,flee,False,Male,H,armed,False,20 - 35,Thursday,2016,50601.0,0.53,0.03,0.01,0.03,0.4,76.9,17.8,August
3149,2014-01-31,33,vista,CA,threat,not_fleeing,False,Male,H,unarmed,True,20 - 35,Friday,2014,50601.0,0.53,0.03,0.01,0.03,0.4,76.9,17.8,January
3150,2018-08-04,38,delray beach,FL,no_threat,not_fleeing,False,Male,W,armed,True,36 - 49,Saturday,2018,50136.0,0.62,0.27,0.0,0.02,0.09,85.5,17.8,August
3151,2017-03-26,56,delray beach,FL,threat,not_fleeing,False,Male,W,armed,True,50 - 64,Sunday,2017,50136.0,0.62,0.27,0.0,0.02,0.09,85.5,17.8,March
3152,2014-12-24,21,delray beach,FL,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Wednesday,2014,50136.0,0.62,0.27,0.0,0.02,0.09,85.5,17.8,December
3153,2014-02-04,28,delray beach,FL,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Tuesday,2014,50136.0,0.62,0.27,0.0,0.02,0.09,85.5,17.8,February
3154,2015-02-23,41,clarkesville,GA,threat,flee,False,Male,W,armed,False,36 - 49,Monday,2015,38558.0,0.89,0.05,0.0,0.01,0.05,88.2,17.8,February
3155,2017-10-01,27,west burlington,IA,no_threat,flee,True,Male,B,unarmed,False,20 - 35,Sunday,2017,38314.0,0.9,0.04,0.0,0.02,0.04,90.9,17.8,October
3156,2018-08-10,43,denham springs,LA,threat,not_fleeing,False,Male,W,armed,False,36 - 49,Friday,2018,49498.0,0.81,0.15,0.0,0.0,0.04,83.5,17.8,August
3157,2015-02-23,47,denham springs,LA,threat,not_fleeing,False,Male,W,armed,True,36 - 49,Monday,2015,49498.0,0.81,0.15,0.0,0.0,0.04,83.5,17.8,February
3158,2016-09-17,55,rutherfordton,NC,threat,not_fleeing,False,Male,W,armed,True,50 - 64,Saturday,2016,39274.0,0.85,0.1,0.0,0.02,0.03,87.1,17.8,September
3159,2015-05-21,32,charleston,SC,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Thursday,2015,55546.0,0.7,0.25,0.0,0.02,0.03,93.6,17.8,May
3160,2014-09-08,38,charleston,SC,threat,not_fleeing,False,Male,W,armed,False,36 - 49,Monday,2014,55546.0,0.7,0.25,0.0,0.02,0.03,93.6,17.8,September
3161,2014-06-20,19,charleston,SC,threat,not_fleeing,False,Male,B,unarmed,False,13 - 19,Friday,2014,55546.0,0.7,0.25,0.0,0.02,0.03,93.6,17.8,June
3162,2013-08-19,22,charleston,SC,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Monday,2013,55546.0,0.7,0.25,0.0,0.02,0.03,93.6,17.8,August
3163,2014-06-20,70,hamilton,TX,threat,not_fleeing,False,Male,W,armed,False,Over 65,Friday,2014,31172.0,0.9,0.01,0.01,0.0,0.08,79.5,17.8,June
3164,2016-01-17,38,rainbow city,AL,no_threat,not_fleeing,False,Male,W,armed,False,36 - 49,Sunday,2016,49338.0,0.88,0.07,0.0,0.03,0.02,92.5,17.7,January
3165,2018-12-12,43,jacksonville,FL,threat,not_fleeing,False,Male,W,armed,False,36 - 49,Wednesday,2018,46764.0,0.58,0.3,0.0,0.04,0.08,88.2,17.7,December
3166,2018-12-12,18,jacksonville,FL,threat,not_fleeing,False,Male,W,armed,False,13 - 19,Wednesday,2018,46764.0,0.58,0.3,0.0,0.04,0.08,88.2,17.7,December
3167,2018-10-31,24,jacksonville,FL,no_threat,flee,False,Male,B,unarmed,False,20 - 35,Wednesday,2018,46764.0,0.58,0.3,0.0,0.04,0.08,88.2,17.7,October
3168,2018-07-07,52,jacksonville,FL,threat,not_fleeing,False,Male,W,armed,True,50 - 64,Saturday,2018,46764.0,0.58,0.3,0.0,0.04,0.08,88.2,17.7,July
3169,2017-08-25,44,jacksonville,FL,no_threat,not_fleeing,False,Male,W,armed,False,36 - 49,Friday,2017,46764.0,0.58,0.3,0.0,0.04,0.08,88.2,17.7,August
3170,2017-08-18,25,jacksonville,FL,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Friday,2017,46764.0,0.58,0.3,0.0,0.04,0.08,88.2,17.7,August
3171,2017-08-14,20,jacksonville,FL,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Monday,2017,46764.0,0.58,0.3,0.0,0.04,0.08,88.2,17.7,August
3172,2017-07-25,28,jacksonville,FL,threat,flee,False,Male,W,armed,False,20 - 35,Tuesday,2017,46764.0,0.58,0.3,0.0,0.04,0.08,88.2,17.7,July
3173,2017-05-09,25,jacksonville,FL,threat,not_fleeing,False,Male,B,unarmed,True,20 - 35,Tuesday,2017,46764.0,0.58,0.3,0.0,0.04,0.08,88.2,17.7,May
3174,2017-04-26,57,jacksonville,FL,no_threat,not_fleeing,False,Male,B,unarmed,False,50 - 64,Wednesday,2017,46764.0,0.58,0.3,0.0,0.04,0.08,88.2,17.7,April
3175,2017-02-06,22,jacksonville,FL,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Monday,2017,46764.0,0.58,0.3,0.0,0.04,0.08,88.2,17.7,February
3176,2016-10-20,29,jacksonville,FL,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Thursday,2016,46764.0,0.58,0.3,0.0,0.04,0.08,88.2,17.7,October
3177,2016-05-22,22,jacksonville,FL,no_threat,flee,False,Male,B,unarmed,False,20 - 35,Sunday,2016,46764.0,0.58,0.3,0.0,0.04,0.08,88.2,17.7,May
3178,2015-10-28,34,jacksonville,FL,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Wednesday,2015,46764.0,0.58,0.3,0.0,0.04,0.08,88.2,17.7,October
3179,2015-08-23,36,jacksonville,FL,threat,not_fleeing,False,Male,W,armed,True,36 - 49,Sunday,2015,46764.0,0.58,0.3,0.0,0.04,0.08,88.2,17.7,August
3180,2015-07-02,23,jacksonville,FL,threat,flee,False,Male,B,unarmed,False,20 - 35,Thursday,2015,46764.0,0.58,0.3,0.0,0.04,0.08,88.2,17.7,July
3181,2015-05-12,28,jacksonville,FL,no_threat,flee,False,Male,B,unarmed,False,20 - 35,Tuesday,2015,46764.0,0.58,0.3,0.0,0.04,0.08,88.2,17.7,May
3182,2015-03-19,16,jacksonville,FL,threat,flee,False,Male,B,unarmed,False,13 - 19,Thursday,2015,46764.0,0.58,0.3,0.0,0.04,0.08,88.2,17.7,March
3183,2014-12-28,28,jacksonville,FL,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Sunday,2014,46764.0,0.58,0.3,0.0,0.04,0.08,88.2,17.7,December
3184,2014-11-24,33,jacksonville,FL,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Monday,2014,46764.0,0.58,0.3,0.0,0.04,0.08,88.2,17.7,November
3185,2014-07-01,59,jacksonville,FL,threat,not_fleeing,False,Male,B,unarmed,False,50 - 64,Tuesday,2014,46764.0,0.58,0.3,0.0,0.04,0.08,88.2,17.7,July
3186,2014-06-04,28,jacksonville,FL,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Wednesday,2014,46764.0,0.58,0.3,0.0,0.04,0.08,88.2,17.7,June
3187,2014-05-02,29,jacksonville,FL,threat,not_fleeing,False,Male,W,armed,False,20 - 35,Friday,2014,46764.0,0.58,0.3,0.0,0.04,0.08,88.2,17.7,May
3188,2014-03-21,21,jacksonville,FL,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Friday,2014,46764.0,0.58,0.3,0.0,0.04,0.08,88.2,17.7,March
3189,2013-10-27,28,jacksonville,FL,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Sunday,2013,46764.0,0.58,0.3,0.0,0.04,0.08,88.2,17.7,October
3190,2013-07-09,24,jacksonville,FL,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Tuesday,2013,46764.0,0.58,0.3,0.0,0.04,0.08,88.2,17.7,July
3191,2013-04-29,41,jacksonville,FL,threat,not_fleeing,False,Male,W,armed,False,36 - 49,Monday,2013,46764.0,0.58,0.3,0.0,0.04,0.08,88.2,17.7,April
3192,2013-03-07,55,jacksonville,FL,threat,not_fleeing,False,Male,W,armed,False,50 - 64,Thursday,2013,46764.0,0.58,0.3,0.0,0.04,0.08,88.2,17.7,March
3193,2013-02-19,23,jacksonville,FL,threat,not_fleeing,False,Male,B,unarmed,False,20 - 35,Tuesday,2013,46764.0,0.58,0.3,0.0,0.04,0.08,88.2,17.7,February
3194,2013-01-28,38,jacksonville,FL,threat,not_fleeing,False,Male,B,unarmed,False,36 - 49,Monday,2013,46764.0,0.58,0.3,0.0,0.04,0.08,88.2,17.7,January
3195,2015-07-03,40,miami beach,FL,threat,not_fleeing,False,Male,W,armed,False,36 - 49,Friday,2015,44342.0,0.6,0.03,0.0,0.01,0.36,87.2,17.7,July
3196,2016-06-29,37,fort madison,IA,threat,flee,False,Male,B,unarmed,False,36 - 49,Wednesday,2016,42595.0,0.87,0.05,0.0,0.01,0.07,91.7,17.7,June
