Geographic Area,City,poverty_rate
FL,Taft CDP,28.3
FL,Bowling Green city,28.2
FL,Branford town,28.2
FL,Broadview Park CDP,28.2
FL,South Bradenton CDP,28.1
FL,Moon Lake CDP,28
FL,Bushnell city,27.9
FL,Fairview Shores CDP,27.9
FL,Manatee Road CDP,27.9
FL,Lee town,27.8
FL,Montura CDP,27.8
FL,Combee Settlement CDP,27.7
FL,Molino CDP,27.7
FL,Quincy city,27.7
FL,Sweetwater city,27.7
FL,Callahan town,27.6
FL,Golden Gate CDP,27.6
FL,Okeechobee city,27.6
FL,River Park CDP,27.5
FL,Royal Palm Estates CDP,27.5
FL,Lake City city,27.4
FL,Brooksville city,27.3
FL,Reddick town,27.2
FL,Hialeah city,27.1
FL,Lake Worth city,27.1
FL,Mango CDP,27.1
FL,North Brooksville CDP,27.1
FL,Pine Lakes CDP,27.1
FL,Wewahitchka city,27
FL,Haines City city,26.9
FL,Ridgecrest CDP,26.9
FL,Pine Hills CDP,26.8
FL,Fanning Springs city,26.6
FL,Pierson town,26.6
FL,Blountstown city,26.5
FL,Crystal River city,26.3
FL,Hastings town,26.3
FL,Homosassa Springs CDP,26.3
FL,Springfield city,26.2
FL,LaBelle city,26.1
FL,Welaka town,26.1
FL,West Little River CDP,26.1
FL,Midway CDP (Seminole County),26
FL,Umatilla city,26
FL,Grove City CDP,25.9
FL,Lauderdale Lakes city,25.8
FL,Eastpoint CDP,25.7
FL,Naples Manor CDP,25.7
FL,Warrington CDP,25.7
FL,Day CDP,25.6
FL,Holly Hill city,25.6
FL,Kissimmee city,25.6
FL,Union Park CDP,25.6
FL,Williston city,25.5
FL,Holden Heights CDP,25.4
FL,North Miami city,25.4
FL,Eustis city,25.3
FL,Indiantown CDP,25.3
FL,Crystal Springs CDP,25.1
FL,Moore Haven city,25.1
FL,Yeehaw Junction CDP,25.1
FL,Fort Pierce South CDP,25
FL,Inverness city,25
FL,Okahumpka CDP,25
FL,Princeton CDP,24.8
FL,West Pensacola CDP,24.8
FL,New Port Richey city,24.7
FL,Hernando CDP,24.5
FL,Jasmine Estates CDP,24.5
FL,Lake Park town,24.5
FL,Palm Springs village,24.4
FL,Memphis CDP,24.3
FL,Dania Beach city,24.2
FL,Fort Myers city,24.2
FL,Palm River-Clair Mel CDP,24.2
FL,Samoset CDP,24.2
FL,Zellwood CDP,24.2
FL,Greensboro town,24.1
FL,La Crosse town,24.1
FL,Pembroke Park town,24.1
FL,Pomona Park town,24.1
FL,Lantana town,24
FL,Cleveland CDP,23.9
FL,Poinciana CDP,23.9
FL,Century town,23.8
FL,East Lake-Orient Park CDP,23.8
FL,Lake Kathryn CDP,23.7
FL,Belleview city,23.6
FL,Golden Glades CDP,23.6
FL,North Sarasota CDP,23.5
FL,Riviera Beach city,23.5
FL,Beacon Square CDP,23.4
FL,Hampton city,23.4
FL,Haverhill town,23.4
FL,Pompano Beach city,23.4
FL,De Leon Springs CDP,23.3
FL,Bartow city,23.2
FL,Christmas CDP,23.2
FL,North Miami Beach city,23.2
FL,Willow Oak CDP,23.2
FL,Baldwin town,23.1
FL,Lauderhill city,23.1
FL,Miami Gardens city,23.1
FL,Stacey Street CDP,23.1
FL,Aripeka CDP,22.9
FL,Egypt Lake-Leto CDP,22.9
FL,Elfers CDP,22.9
FL,Perry city,22.9
FL,Alturas CDP,22.8
FL,Marathon city,22.8
FL,Roosevelt Gardens CDP,22.8
FL,Floridatown CDP,22.7
FL,Laurel Hill city,22.7
FL,Davenport city,22.6
FL,Ocala city,22.6
FL,Pittman CDP,22.6
FL,Wausau town,22.6
FL,Macclenny city,22.4
FL,North Lauderdale city,22.4
FL,Leesburg city,22.3
FL,Myrtle Grove CDP,22.3
FL,Palmetto city,22.3
FL,St. Augustine city,22.2
FL,Hallandale Beach city,22.1
FL,Starke city,22.1
FL,Astatula town,22
FL,Goldenrod CDP,21.9
FL,Shady Hills CDP,21.9
FL,Brent CDP,21.8
FL,Lehigh Acres CDP,21.8
FL,Sanford city,21.8
FL,Tampa city,21.8
FL,Westview CDP,21.8
FL,Bristol city,21.7
FL,Gibsonton CDP,21.7
FL,Orange City city,21.7
FL,Sky Lake CDP,21.7
FL,Bayshore Gardens CDP,21.6
FL,Holley CDP,21.6
FL,Frostproof city,21.5
FL,Hernando Beach CDP,21.5
FL,Thonotosassa CDP,21.5
FL,Richmond Heights CDP,21.4
FL,South Brooksville CDP,21.3
FL,Panama City city,21.2
FL,Dade City North CDP,21.1
FL,Glen Ridge town,21.1
FL,Holiday CDP,21.1
FL,Masaryktown CDP,21.1
FL,Flagler Estates CDP,21
FL,North Key Largo CDP,21
FL,Medley town,20.9
FL,Wildwood city,20.9
FL,Fort Lauderdale city,20.7
FL,Hilliard town,20.7
FL,DeLand city,20.6
FL,Kathleen CDP,20.6
FL,Mulberry city,20.6
FL,Wright CDP,20.6
FL,Brooker town,20.5
FL,Five Points CDP,20.5
FL,Tangelo Park CDP,20.5
FL,Bronson town,20.4
FL,Cinco Bayou town,20.4
FL,East Palatka CDP,20.4
FL,West Park city,20.4
FL,North River Shores CDP,20.3
FL,Bascom town,20.2
FL,Oakland Park city,20.2
FL,Orlando city,20.2
FL,Jan Phyl Village CDP,20.1
FL,Pine Air CDP,20.1
FL,Sharpes CDP,20.1
FL,South Daytona city,20.1
FL,Paradise Heights CDP,20
FL,Polk City town,20
FL,South Miami Heights CDP,20
FL,West Palm Beach city,20
FL,Bagdad CDP,19.9
FL,Canal Point CDP,19.9
FL,DeFuniak Springs city,19.9
FL,Tangerine CDP,19.9
FL,Vero Beach city,19.9
FL,Bradley Junction CDP,19.8
FL,Black Hammock CDP,19.7
FL,Buckhead Ridge CDP,19.7
FL,Country Club CDP,19.7
FL,Fort Meade city,19.7
FL,Winter Beach CDP,19.7
FL,Gretna city,19.6
FL,Orlovista CDP,19.6
FL,Ridge Manor CDP,19.6
FL,Bayonet Point CDP,19.5
FL,Pioneer CDP,19.5
FL,Sarasota city,19.5
FL,Azalea Park CDP,19.4
FL,Havana town,19.3
FL,Port LaBelle CDP,19.3
FL,Watertown CDP,19.3
FL,Cedar Grove CDP,19.2
FL,Lakeland city,19.2
FL,Stuart city,19.2
FL,West DeLand CDP,19.2
FL,Bell town,19.1
FL,Crestview city,19.1
FL,Glencoe CDP,19.1
FL,Babson Park CDP,18.9
FL,Big Coppitt Key CDP,18.9
FL,Ruskin CDP,18.9
FL,Lake Panasoffkee CDP,18.8
FL,Titusville city,18.8
FL,Wauchula city,18.8
FL,Buenaventura Lakes CDP,18.7
FL,Nokomis CDP,18.7
FL,Lake Belvedere Estates CDP,18.6
FL,Bonita Springs city,18.5
FL,Callaway city,18.5
FL,Winter Haven city,18.4
FL,Bear Creek CDP,18.3
FL,Bithlo CDP,18.3
FL,Point Baker CDP,18.3
FL,Crooked Lake Park CDP,18.2
FL,Bradenton city,18.1
FL,Fisher Island CDP,18.1
FL,Greenacres city,18.1
FL,Hialeah Gardens city,18.1
FL,White City CDP,18.1
FL,Monticello city,18
FL,Ridge Wood Heights CDP,18
FL,Meadow Oaks CDP,17.9
FL,Micco CDP,17.9
FL,Silver Lake CDP,17.9
FL,Delray Beach city,17.8
FL,Ferry Pass CDP,17.8
FL,Port St. John CDP,17.8
FL,Deerfield Beach city,17.7
FL,Jacksonville city,17.7
FL,Miami Beach city,17.7
FL,Temple Terrace city,17.7
FL,Auburndale city,17.6
FL,Lecanto CDP,17.6
FL,Palm Bay city,17.6
FL,Parker city,17.6
FL,Fort Walton Beach city,17.5
FL,Quail Ridge CDP,17.5
FL,Bokeelia CDP,17.4
FL,Jay town,17.4
FL,New Port Richey East CDP,17.4
FL,Paxton town,17.4
FL,Wallace CDP,17.4
FL,Fruitland Park city,17.3
FL,Lochmoor Waterway Estates CDP,17.3
FL,Seffner CDP,17.3
FL,Ellenton CDP,17.2
FL,Inverness Highlands South CDP,17.2
FL,St. Petersburg city,17.2
FL,Clewiston city,17.1
FL,Lake Hamilton town,17.1
FL,St. Leo town,17.1
FL,Ensley CDP,17
FL,Lower Grand Lagoon CDP,17
FL,Meadow Woods CDP,17
FL,Plant City city,17
FL,Hudson CDP,16.9
FL,Pine Island Center CDP,16.9
FL,Boynton Beach city,16.8
FL,Middleburg CDP,16.8
FL,Bardmoor CDP,16.6
FL,Greenwood town,16.6
FL,Palmetto Estates CDP,16.6
FL,Clarcona CDP,16.5
FL,Gulfport city,16.5
FL,Ives Estates CDP,16.5
FL,Ormond-by-the-Sea CDP,16.5
FL,Deltona city,16.4
FL,West Lealman CDP,16.4
FL,Campbell CDP,16.3
FL,Fussels Corner CDP,16.3
FL,High Point CDP,16.2
FL,Holmes Beach city,16.2
FL,Largo city,16.2
FL,University Park CDP,16.2
FL,Bay Harbor Islands town,16
FL,Casselberry city,16
FL,Clearwater city,16
FL,El Portal village,16
FL,Kendall West CDP,16
FL,Progress Village CDP,16
FL,Woodville CDP,16
FL,Harold CDP,15.9
FL,Hollywood city,15.9
FL,Melbourne city,15.9
FL,Ojus CDP,15.9
FL,Trilby CDP,15.9
FL,Virginia Gardens village,15.9
FL,Fort White town,15.8
FL,Sunny Isles Beach city,15.8
FL,Coral Terrace CDP,15.7
FL,Green Cove Springs city,15.7
FL,Pensacola city,15.7
FL,San Carlos Park CDP,15.7
FL,Town 'n' Country CDP,15.7
FL,Crawfordville CDP,15.6
FL,Spring Hill CDP,15.6
FL,Zephyrhills South CDP,15.6
FL,East Williston CDP,15.5
FL,Lockhart CDP,15.4
FL,Verona Walk CDP,15.4
FL,Glen St. Mary town,15.3
FL,Juno Ridge CDP,15.2
FL,Midway city,15.2
FL,Palm Coast city,15.2
FL,Port Richey city,15.1
FL,St. Cloud city,15.1
FL,Milton city,15
FL,Port St. Lucie city,15
FL,Tamiami CDP,15
FL,Zephyrhills city,15
FL,Alachua city,14.9
FL,Newberry city,14.9
FL,Stock Island CDP,14.9
FL,Biscayne Park village,14.8
FL,Eagle Lake city,14.8
FL,Olympia Heights CDP,14.8
FL,Balm CDP,14.7
FL,Yankeetown town,14.7
FL,Altoona CDP,14.6
FL,Apopka city,14.6
FL,Florida Ridge CDP,14.6
FL,Jensen Beach CDP,14.6
FL,Key Largo CDP,14.6
FL,Mascotte city,14.6
FL,Bal Harbour village,14.5
FL,Black Diamond CDP,14.5
FL,Pinellas Park city,14.5
FL,Port Charlotte CDP,14.5
FL,St. Marks city,14.5
FL,Gun Club Estates CDP,14.4
FL,Fort Green CDP,14.3
FL,Kenneth City town,14.3
FL,New Smyrna Beach city,14.3
FL,Port Orange city,14.3
FL,Cape Coral city,14.2
FL,Lady Lake town,14.2
FL,West Miami city,14.2
FL,Clermont city,14.1
FL,Kensington Park CDP,14.1
FL,Merritt Island CDP,14.1
FL,Olga CDP,14.1
FL,Fountainebleau CDP,14
FL,Lake Magdalene CDP,14
FL,Niceville city,14
FL,Panacea CDP,14
FL,Tarpon Springs city,14
FL,Westchester CDP,14
FL,Hobe Sound CDP,13.8
FL,Kendale Lakes CDP,13.8
FL,Pea Ridge CDP,13.8
FL,Floral City CDP,13.6
FL,Grand Ridge town,13.6
FL,Penney Farms town,13.6
FL,Mexico Beach city,13.5
FL,Tavares city,13.5
FL,Vero Beach South CDP,13.5
FL,Cape Canaveral city,13.4
FL,Madeira Beach city,13.4
FL,Mims CDP,13.4
FL,Citrus Springs CDP,13.3
FL,Freeport city,13.3
FL,North Fort Myers CDP,13.3
FL,South Miami city,13.3
FL,South Palm Beach town,13.3
FL,Cobbtown CDP,13.2
FL,Inverness Highlands North CDP,13.2
FL,Lake Lorraine CDP,13.2
FL,Margate city,13.2
FL,Sumatra CDP,13.2
FL,Altamonte Springs city,13.1
FL,Bradenton Beach city,13.1
FL,Loughman CDP,13.1
FL,Sunrise city,13.1
FL,North Bay Village city,13
FL,Zephyrhills West CDP,13
FL,Indialantic town,12.9
FL,Key West city,12.9
FL,Mount Dora city,12.9
FL,Sopchoppy city,12.9
FL,Desoto Lakes CDP,12.8
FL,Four Corners CDP,12.8
FL,North Port city,12.8
FL,Coleman city,12.7
FL,Goodland CDP,12.7
FL,Lake Mack-Forest Hills CDP,12.7
FL,Micanopy town,12.7
FL,Pine Ridge CDP (Citrus County),12.7
FL,Washington Park CDP,12.7
FL,Cedar Key city,12.6
FL,Davie town,12.6
FL,Edgewater city,12.6
FL,Forest City CDP,12.6
FL,Homosassa CDP,12.6
FL,Indian River Estates CDP,12.6
FL,South Sarasota CDP,12.6
FL,Indian Harbour Beach city,12.5
FL,Oldsmar city,12.5
FL,Westwood Lakes CDP,12.5
FL,Alafaya CDP,12.4
FL,Doral city,12.4
FL,Fernandina Beach city,12.4
FL,Medulla CDP,12.4
FL,Naples Park CDP,12.4
FL,Port Salerno CDP,12.4
FL,Winter Park city,12.4
FL,Bellair-Meadowbrook Terrace CDP,12.3
FL,Miami Springs city,12.3
FL,Southgate CDP,12.3
FL,Wedgefield CDP,12.3
FL,Charlotte Harbor CDP,12.1
FL,Fern Park CDP,12.1
FL,Longwood city,12.1
FL,Ocean City CDP,12.1
FL,Ormond Beach city,12.1
FL,Valparaiso city,12.1
FL,Country Walk CDP,11.9
FL,Malabar town,11.9
FL,Fort Myers Shores CDP,11.8
FL,Lake Helen city,11.8
FL,Tamarac city,11.8
FL,Laguna Beach CDP,11.7
FL,Ocoee city,11.7
FL,Southchase CDP,11.7
FL,Williamsburg CDP,11.7
FL,Aventura city,11.6
FL,Cypress Lake CDP,11.6
FL,Gardner CDP,11.6
FL,Glenvar Heights CDP,11.6
FL,Wilton Manors city,11.6
FL,Conway CDP,11.5
FL,Crescent Beach CDP,11.5
FL,Cutler Bay town,11.5
FL,Daytona Beach Shores city,11.5
FL,Lakewood Park CDP,11.5
FL,Oak Hill city,11.5
FL,Spring Lake CDP,11.5
FL,Yulee CDP,11.5
FL,Brandon CDP,11.4
FL,Matlacha CDP,11.4
FL,St. George Island CDP,11.4
FL,Bay Pines CDP,11.3
FL,Midway CDP (Santa Rosa County),11.3
FL,Punta Gorda city,11.3
FL,The Hammocks CDP,11.3
FL,Berrydale CDP,11.2
FL,Cabana Colony CDP,11.2
FL,Gulf Gate Estates CDP,11.2
FL,McGregor CDP,11.2
FL,North DeLand CDP,11.2
FL,Ocean Breeze Park town,11.2
FL,The Crossings CDP,11.2
FL,Belleair Bluffs city,11.1
FL,Lely Resort CDP,11.1
FL,Wiscon CDP,11.1
FL,Golden Beach town,11
FL,Zephyrhills North CDP,11
FL,Cudjoe Key CDP,10.9
FL,San Castle CDP,10.9
FL,South Pasadena city,10.9
FL,Brownsdale CDP,10.8
FL,Miami Lakes town,10.8
FL,Vamo CDP,10.8
FL,Plantation city,10.7
FL,Roseland CDP,10.7
FL,St. Pete Beach city,10.7
FL,Seminole city,10.7
FL,Bay Hill CDP,10.6
FL,Harbour Heights CDP,10.6
FL,Sarasota Springs CDP,10.6
FL,Sebastian city,10.6
FL,Englewood CDP,10.5
FL,Fort Myers Beach town,10.5
FL,Groveland city,10.5
FL,Wacissa CDP,10.5
FL,Apollo Beach CDP,10.4
FL,North Weeki Wachee CDP,10.4
FL,Palm Beach Shores town,10.4
FL,St. Augustine Shores CDP,10.4
FL,Solana CDP,10.4
FL,Chuluota CDP,10.3
FL,Coral Springs city,10.3
FL,Lakeside CDP,10.3
FL,Indian Shores town,10.2
FL,Palm Shores town,10.2
FL,Upper Grand Lagoon CDP,10.2
FL,Maitland city,10.1
FL,St. Lucie Village town,10.1
FL,Tavernier CDP,10.1
FL,Winter Garden city,10.1
FL,Winter Springs city,10.1
FL,Apalachicola city,10
FL,Boca Raton city,10
FL,Cheval CDP,10
FL,Mary Esther city,10
FL,Bee Ridge CDP,9.9
FL,Jupiter Island town,9.9
FL,Neptune Beach city,9.9
FL,South Venice CDP,9.9
FL,Northdale CDP,9.8
FL,Villas CDP,9.8
FL,Highland City CDP,9.7
FL,Lake Mystic CDP,9.7
FL,Lynn Haven city,9.7
FL,Rio CDP,9.7
FL,Treasure Island city,9.7
FL,Carrollwood CDP,9.6
FL,Citrus Park CDP,9.6
FL,Miramar city,9.6
FL,Navarre CDP,9.6
FL,Pretty Bayou CDP,9.6
FL,Cypress Gardens CDP,9.5
FL,Nassau Village-Ratliff CDP,9.5
FL,Riverview CDP,9.5
FL,South Patrick Shores CDP,9.5
FL,West Melbourne city,9.4
FL,Hillcrest Heights town,9.3
FL,Lauderdale-by-the-Sea town,9.3
FL,Redington Shores town,9.3
FL,Safety Harbor city,9.3
FL,Three Lakes CDP,9.3
FL,DeBary city,9.2
FL,High Springs city,9.2
FL,Jupiter town,9.2
FL,Kendall CDP,9.2
FL,West Bradenton CDP,9.2
FL,Bellview CDP,9.1
FL,Big Pine Key CDP,9.1
FL,Eglin AFB CDP,9.1
FL,Everglades city,9.1
FL,Hunters Creek CDP,9.1
FL,Rotonda CDP,9.1
FL,Rockledge city,9
FL,Williston Highlands CDP,9
FL,Campbellton town,8.9
FL,Horseshoe Beach town,8.9
FL,Port St. Joe city,8.9
FL,Coconut Creek city,8.8
FL,"Islamorada, Village of Islands village",8.8
FL,Naples city,8.8
FL,Royal Palm Beach village,8.8
FL,West Vero Corridor CDP,8.8
FL,Jacksonville Beach city,8.7
FL,Orange Park town,8.7
FL,The Acreage CDP,8.7
FL,Valrico CDP,8.7
FL,June Park CDP,8.6
FL,Redington Beach town,8.6
FL,Waverly CDP,8.6
FL,Atlantic Beach city,8.5
FL,Cortez CDP,8.5
FL,Ferndale CDP,8.5
FL,Pace CDP,8.5
FL,Spring Ridge CDP,8.5
FL,Venice city,8.5
FL,Gotha CDP,8.4
FL,Iona CDP,8.4
FL,Palm Harbor CDP,8.4
FL,St. James City CDP,8.4
FL,Sunset CDP,8.4
FL,South Gate Ridge CDP,8.3
FL,Lake Clarke Shores town,8.2
FL,Tyndall AFB CDP,8.2
FL,Wellington village,8.2
FL,Whitfield CDP (Santa Rosa County),8.2
FL,Highland Beach town,8.1
FL,Pembroke Pines city,8.1
FL,Shalimar town,8.1
FL,Venice Gardens CDP,8.1
FL,Alva CDP,8
FL,Briny Breezes town,8
FL,Buckingham CDP,8
FL,Dunedin city,8
FL,Garden Grove CDP,8
FL,Loxahatchee Groves town,7.9
FL,Miami Shores village,7.9
FL,Ocean Ridge town,7.9
FL,Warm Mineral Springs CDP,7.9
FL,Palmetto Bay village,7.8
FL,Panama City Beach city,7.8
FL,Richmond West CDP,7.8
FL,Steinhatchee CDP,7.8
FL,Melbourne Village town,7.7
FL,Patrick AFB CDP,7.7
FL,Siesta Key CDP,7.7
FL,Villano Beach CDP,7.7
FL,Coral Gables city,7.6
FL,Highland Park village,7.6
FL,Longboat Key town,7.6
FL,North Palm Beach village,7.6
FL,Destin city,7.5
FL,Celebration CDP,7.4
FL,Cocoa Beach city,7.4
FL,Laurel CDP,7.4
FL,Marco Island city,7.4
FL,Minneola city,7.4
FL,Pine Ridge CDP (Collier County),7.4
FL,Vineyards CDP,7.4
FL,Sawgrass CDP,7.3
FL,Anna Maria city,7.2
FL,Gateway CDP,7.2
FL,Limestone Creek CDP,7.2
FL,Southwest Ranches town,7.2
FL,Weston city,7.2
FL,Doctor Phillips CDP,7.1
FL,Horizon West CDP,7.1
FL,Oakleaf Plantation CDP,7.1
FL,Hutchinson Island South CDP,7
FL,Munson CDP,7
FL,Brookridge CDP,6.9
FL,Lloyd CDP,6.9
FL,Westchase CDP,6.9
FL,Asbury Lake CDP,6.8
FL,Sanibel city,6.8
FL,Charlotte Park CDP,6.7
FL,Lutz CDP,6.7
FL,Odessa CDP,6.7
FL,Ponce Inlet town,6.7
FL,Grant-Valkaria town,6.6
FL,Key Biscayne village,6.6
FL,Palm Springs North CDP,6.6
FL,St. Augustine Beach city,6.6
FL,Estero village,6.5
FL,Oakland town,6.5
FL,Palm Beach Gardens city,6.5
FL,Pinecrest village,6.5
FL,Andrews CDP,6.4
FL,Butler Beach CDP,6.4
FL,Harbor Bluffs CDP,6.4
FL,Lake Mary city,6.4
FL,Land O' Lakes CDP,6.4
FL,Sea Ranch Lakes village,6.4
FL,Sugarmill Woods CDP,6.4
FL,Indian Rocks Beach city,6.3
FL,Osprey CDP,6.3
FL,Oviedo city,6.3
FL,St. Augustine South CDP,6.3
FL,Wesley Chapel CDP,6.3
FL,East Lake CDP,6.2
FL,Feather Sound CDP,6.2
FL,Samsula-Spruce Creek CDP,6.2
FL,Viera East CDP,6.2
FL,Atlantis city,6.1
FL,Hosford CDP,6.1
FL,Oriole Beach CDP,6.1
FL,Fruitville CDP,6
FL,Grenelefe CDP,6
FL,Pasadena Hills CDP,6
FL,Edgewood city,5.9
FL,Miramar Beach CDP,5.9
FL,North Redington Beach town,5.9
FL,Fort Denaud CDP,5.8
FL,Tierra Verde CDP,5.8
FL,Jupiter Farms CDP,5.7
FL,Pebble Creek CDP,5.7
FL,Beverly Beach town,5.6
FL,Bloomingdale CDP,5.6
FL,Palm Valley CDP,5.6
FL,Chumuckla CDP,5.5
FL,Fish Hawk CDP,5.5
FL,Flagler Beach city,5.5
FL,Gonzalez CDP,5.5
FL,Heathrow CDP,5.5
FL,San Antonio city,5.5
FL,Sun City Center CDP,5.5
FL,Woodlawn Beach CDP,5.5
FL,Boulevard Gardens CDP,5.4
FL,Juno Beach town,5.4
FL,Manasota Key CDP,5.4
FL,Burnt Store Marina CDP,5.3
FL,Gulf Breeze city,5.3
FL,Hypoluxo town,5.3
FL,McIntosh town,5.3
FL,Palm Beach town,5.3
FL,Fruit Cove CDP,5.2
FL,Lighthouse Point city,5.2
FL,Fleming Island CDP,5.1
FL,Belleair Beach city,5
FL,Wabasso Beach CDP,5
FL,Dixonville CDP,4.9
FL,Key Colony Beach city,4.9
FL,Lake Butler CDP,4.9
FL,Orangetree CDP,4.9
FL,Plantation CDP,4.9
FL,Fuller Heights CDP,4.8
FL,Keystone Heights city,4.8
FL,Mount Plymouth CDP,4.8
FL,Surfside town,4.8
FL,The Villages CDP,4.8
FL,Timber Pines CDP,4.8
FL,Cooper City city,4.7
FL,Whitfield CDP (Manatee County),4.7
FL,Avalon CDP,4.6
FL,Tequesta village,4.6
FL,Nocatee CDP,4.5
FL,Wabasso CDP,4.5
FL,Whiskey Creek CDP,4.5
FL,Jupiter Inlet Colony town,4.4
FL,Lake Sarasota CDP,4.4
FL,Viera West CDP,4.4
FL,Trinity CDP,4.3
FL,Weeki Wachee Gardens CDP,4.3
FL,Indian River Shores town,4.2
FL,Palm City CDP,4.1
FL,Punta Rassa CDP,4.1
FL,Citrus Hills CDP,4
FL,Orchid town,4
FL,Lely CDP,3.9
FL,River Ridge CDP,3.9
FL,Wekiwa Springs CDP,3.9
FL,Windermere town,3.9
FL,Lakeland Highlands CDP,3.8
FL,Montverde town,3.7
FL,Satellite Beach city,3.7
FL,Sorrento CDP,3.7
FL,Lake Mary Jane CDP,3.5
FL,Belleair town,3.4
FL,Gulf Stream town,3.4
FL,Indian Creek village,3.3
FL,Istachatta CDP,3.3
FL,Parkland city,3.3
FL,Greenbriar CDP,3.2
FL,Rio Pinar CDP,3.2
FL,Hillsboro Beach town,3.1
FL,Tiger Point CDP,3.1
FL,Matlacha Isles-Matlacha Shores CDP,2.8
FL,Geneva CDP,2.7
FL,Key Vista CDP,2.7
FL,The Meadows CDP,2.7
FL,Cloud Lake town,2.6
FL,Sewall's Point town,2.6
FL,South Beach CDP,2.6
FL,World Golf Village CDP,2.6
FL,Belle Isle city,2.5
FL,Keystone CDP,2.5
FL,Allentown CDP,2.4
FL,Golf village,2.4
FL,Navarre Beach CDP,2.4
FL,Three Oaks CDP,2.3
FL,Melbourne Beach town,2.1
FL,Heritage Pines CDP,2
FL,Howey-in-the-Hills town,1.9
FL,Pelican Bay CDP,1.7
FL,Island Walk CDP,1.6
FL,Manalapan town,1.5
FL,Yalaha CDP,1.3
FL,Bay Lake city,0
FL,Bayport CDP,0
FL,Belleair Shore town,0
FL,Connerton CDP,0
FL,Dickerson City CDP,0
FL,Fidelis CDP,0
FL,Garcon Point CDP,0
FL,Hillsboro Pines CDP,0
FL,Lake Buena Vista city,0
FL,Lake Hart CDP,0
FL,Lake Lindsey CDP,0
FL,Lamont CDP,0
FL,Layton city,0
FL,Morriston CDP,0
FL,Mount Carmel CDP,0
FL,Nobleton CDP,0
FL,Pineland CDP,0
FL,Pine Level CDP,0
FL,Weeki Wachee city,0
FL,Windsor CDP,0
GA,Eagle Grove CDP,
GA,Howard CDP,
GA,Tate City CDP,
GA,Phillipsburg CDP,61
GA,Morgan city,58.7
GA,Omega city,58.7
GA,Twin City city,55.2
GA,Edison city,54.7
GA,Fort Gaines city,54.5
GA,Lilly city,53.5
GA,Statesboro city,52.3
GA,Meigs city,52.2
GA,Yonah CDP,52.2
GA,Payne city,51.9
GA,Remerton city,51.8
GA,Pineview town,50.1
GA,Statenville CDP,49.9
GA,Cadwell town,49.5
GA,Dawson city,49.2
GA,Cordele city,48.7
GA,Homerville city,48.7
GA,Ideal city,48.7
GA,Dooling town,48.4
GA,Dewy Rose CDP,47.8
GA,Greensboro city,47
GA,Reidsville city,47
GA,Milledgeville city,46.8
GA,Sunnyside CDP,46.6
GA,Higgston town,45.5
GA,Union Point city,45.5
GA,Fort Valley city,45.2
GA,Warrenton city,45.2
GA,Kingston city,44.9
GA,East Ellijay city,44.8
GA,Willacoochee city,44.2
GA,Millen city,43.6
GA,Seville CDP,43.2
GA,Ambrose city,43.1
GA,Experiment CDP,43
GA,Fitzgerald city,42.9
GA,Funston city,42.8
GA,Vienna city,42.7
GA,Cairo city,42.6
GA,Oak Park town,42.4
GA,Ochlocknee town,42.4
GA,Alto town,42.1
GA,Colquitt city,41.8
GA,Americus city,41.5
GA,Fair Oaks CDP,41.5
GA,Norristown CDP,41.5
GA,Collins city,41.3
GA,Waynesboro city,41.2
GA,Bowdon city,41.1
GA,Sardis city,41.1
GA,Swainsboro city,41.1
GA,Tiger town,41.1
GA,Unionville CDP,41
GA,Glenwood city,40.8
GA,Greenville city,40.8
GA,Ila city,40.7
GA,Darien city,40.4
GA,Richland city,40.4
GA,Baconton city,40.2
GA,Uvalda city,40.2
GA,Clarkston city,40.1
GA,Thomson city,40.1
GA,Rebecca town,40
GA,Tifton city,39.8
GA,Nicholls city,39.7
GA,Franklin city,39.5
GA,Ocilla city,39.5
GA,Cornelia city,39.3
GA,Jeffersonville city,39.3
GA,Oglethorpe city,39.2
GA,Menlo city,39.1
GA,Patterson city,38.9
GA,Quitman city,38.8
GA,Roberta city,38.7
GA,Adrian city,38.5
GA,Warwick city,38.5
GA,Woodbury city,38.5
GA,College Park city,38.4
GA,Girard town,38.3
GA,Bronwood town,38.2
GA,Newton city,38.2
GA,Cochran city,38.1
GA,Lakeview Estates CDP,38.1
GA,Ellijay city,38
GA,Pitts city,38
GA,Scottdale CDP,37.9
GA,Abbeville city,37.7
GA,Hardwick CDP,37.6
GA,Arlington city,37.5
GA,Cuthbert city,37.5
GA,Wrens city,37.3
GA,Lyons city,37.2
GA,Rhine town,37.2
GA,Forsyth city,37.1
GA,Athens-Clarke County unified government (balance),36.9
GA,Tennille city,36.7
GA,Athens-Clarke County unified government,36.6
GA,Crawfordville city,36.6
GA,Hiltonia town,36.5
GA,Barwick city,36.3
GA,Ellaville city,36.3
GA,Lumpkin city,36.3
GA,Waycross city,36.3
GA,Young Harris city,36.3
GA,Conley CDP,36.2
GA,Moultrie city,36
GA,Ty Ty city,36
GA,Pelham city,35.9
GA,Metter city,35.8
GA,Dublin city,35.6
GA,Carnesville city,35.4
GA,Lincoln Park CDP,35.4
GA,Brunswick city,35.3
GA,Sandersville city,35.3
GA,Tignall town,35.2
GA,Enigma town,35.1
GA,Valdosta city,35
GA,Doerun city,34.9
GA,Monticello city,34.7
GA,Orchard Hill town,34.7
