Geographic Area,City,percent_completed_hs
NV,Las Vegas city,83.3
NV,Mina CDP,83.3
NV,Grass Valley CDP,82.7
NV,Owyhee CDP,82.5
NV,Beatty CDP,82.4
NV,Battle Mountain CDP,81.9
NV,Schurz CDP,81.6
NV,Wells city,81.5
NV,Silver Springs CDP,81.4
NV,Moapa Town CDP,81.2
NV,Whitney CDP,81
NV,Nixon CDP,80.5
NV,Silver City CDP,79.4
NV,Montello CDP,78.7
NV,North Las Vegas city,78.2
NV,Stagecoach CDP,77.9
NV,Pioche CDP,77.1
NV,Fort McDermitt CDP,77
NV,Stateline CDP,76.5
NV,Winchester CDP,76.5
NV,McDermitt CDP,75.6
NV,Searchlight CDP,74.7
NV,Sun Valley CDP,72.9
NV,Yerington city,72.9
NV,Sunrise Manor CDP,72
NV,Golconda CDP,71.9
NV,Cal-Nev-Ari CDP,71.5
NV,Baker CDP,59.1
NV,West Wendover city,58.9
NV,Orovada CDP,51.4
NV,Jackpot CDP,50.1
NV,Austin CDP,30
NV,Goodsprings CDP,0
NY,Tuscarora CDP,
NY,Asharoken village,100
NY,Beaver Dam Lake CDP,100
NY,Binghamton University CDP,100
NY,Bolton Landing CDP,100
NY,Conesus Hamlet CDP,100
NY,Coopers Plains CDP,100
NY,Copake Falls CDP,100
NY,Dering Harbor village,100
NY,Duane Lake CDP,100
NY,Duanesburg CDP,100
NY,Felts Mills CDP,100
NY,Gilgo CDP,100
NY,Gorham CDP,100
NY,Jamesport CDP,100
NY,Keuka Park CDP,100
NY,Linwood CDP,100
NY,Malverne Park Oaks CDP,100
NY,Pamelia Center CDP,100
NY,Paul Smiths CDP,100
NY,Phoenicia CDP,100
NY,Plessis CDP,100
NY,Retsof CDP,100
NY,Rifton CDP,100
NY,Saddle Rock Estates CDP,100
NY,Sagaponack village,100
NY,Saltaire village,100
NY,Shelter Island Heights CDP,100
NY,Staatsburg CDP,100
NY,Thendara CDP,100
NY,Thousand Island Park CDP,100
NY,University at Buffalo CDP,100
NY,Websters Crossing CDP,100
NY,West Hampton Dunes village,100
NY,Witherbee CDP,100
NY,York Hamlet CDP,100
NY,Grand View-on-Hudson village,99.6
NY,Watchtower CDP,99.5
NY,Alfred village,99.4
NY,Halesite CDP,99.4
NY,Plandome village,99.4
NY,Eatons Neck CDP,99.3
NY,Huntington Bay village,99.3
NY,North Boston CDP,99.3
NY,Belle Terre village,99.2
NY,Freeville village,99.2
NY,Golden's Bridge CDP,99.2
NY,Hewlett Harbor village,99.2
NY,Horseheads North CDP,99.2
NY,Milton CDP (Saratoga County),99.2
NY,Shoreham village,99.2
NY,Country Knolls CDP,99.1
NY,Hewlett Neck village,99.1
NY,West Elmira CDP,99.1
NY,East Williston village,99
NY,Forest Home CDP,99
NY,Niskayuna CDP,99
NY,Old Field village,99
NY,Perrysburg CDP,99
NY,Remsenburg-Speonk CDP,98.9
NY,West Point CDP,98.9
NY,Clarence Center CDP,98.8
NY,Northville CDP,98.8
NY,Scarsdale village,98.8
NY,Woodsburgh village,98.8
NY,Bronxville village,98.7
NY,North Hills village,98.7
NY,Roslyn Estates village,98.7
NY,Brightwaters village,98.6
NY,Lansing village,98.6
NY,Round Lake village,98.6
NY,Tuxedo Park village,98.6
NY,Valley Falls village,98.6
NY,Zena CDP,98.6
NY,Callicoon CDP,98.5
NY,Orchard Park village,98.5
NY,Skaneateles village,98.5
NY,Delanson village,98.4
NY,East Hills village,98.4
NY,Merritt Park CDP,98.4
NY,Great Neck Estates village,98.3
NY,Lloyd Harbor village,98.3
NY,Minoa village,98.3
NY,Port Jefferson village,98.3
NY,Glenwood Landing CDP,98.2
NY,Larchmont village,98.2
NY,Allegany village,98.1
NY,Plandome Heights village,98.1
NY,Roslyn Harbor village,98.1
NY,Cold Spring Harbor CDP,98
NY,Cove Neck village,98
NY,East Atlantic Beach CDP,98
NY,Fort Salonga CDP,98
NY,Lincolndale CDP,98
NY,Marcellus village,98
NY,Munsey Park village,98
NY,Northwest Harbor CDP,98
NY,Quogue village,98
NY,Shelter Island CDP,98
NY,South Hill CDP,98
NY,Village of the Branch village,98
NY,Brookville village,97.9
NY,Centre Island village,97.9
NY,Harris Hill CDP,97.9
NY,Matinecock village,97.9
NY,Mill Neck village,97.9
NY,Northeast Ithaca CDP,97.9
NY,North Haven village,97.9
NY,Pultneyville CDP,97.9
NY,Shinnecock Hills CDP,97.9
NY,Voorheesville village,97.9
NY,Averill Park CDP,97.8
NY,Great River CDP,97.8
NY,Kinderhook village,97.8
NY,Barneveld village,97.7
NY,East Ithaca CDP,97.7
NY,Point Lookout CDP,97.7
NY,Centerport CDP,97.6
NY,Hampton Manor CDP,97.6
NY,Lawrence village,97.6
NY,Oyster Bay Cove village,97.6
NY,Pelham Manor village,97.6
NY,Stony Brook CDP,97.6
NY,Upper Nyack village,97.6
NY,Altamont village,97.5
NY,Armonk CDP,97.5
NY,Blue Point CDP,97.5
NY,Caroga Lake CDP,97.5
NY,Cayuga Heights village,97.5
NY,Clinton village,97.5
NY,Depauville CDP,97.5
NY,Palenville CDP,97.5
NY,Bellport village,97.4
NY,Garden City village,97.4
NY,Head of the Harbor village,97.4
NY,Miller Place CDP,97.4
NY,Old Westbury village,97.4
NY,Peach Lake CDP,97.4
NY,Atlantic Beach village,97.3
NY,Honeoye CDP,97.3
NY,Laurel Hollow village,97.3
NY,Melrose Park CDP,97.3
NY,La Fargeville CDP,97.2
NY,Red Oaks Mill CDP,97.2
NY,Woodstock CDP,97.2
NY,Cold Spring village,97.1
NY,Fayetteville village,97.1
NY,Hastings-on-Hudson village,97.1
NY,Northport village,97.1
NY,Orient CDP,97.1
NY,Pittsford village,97.1
NY,Sackets Harbor village,97.1
NY,Schroon Lake CDP,97.1
NY,Sea Cliff village,97.1
NY,Stewart Manor village,97.1
NY,Williamsville village,97.1
NY,Yorktown Heights CDP,97.1
NY,Bay Park CDP,97
NY,East Greenbush CDP,97
NY,East Nassau village,97
NY,Hewlett Bay Park village,97
NY,Houghton CDP,97
NY,Pavilion CDP,97
NY,Rye city,97
NY,Scottsburg CDP,97
NY,Setauket-East Setauket CDP,97
NY,Southold CDP,97
NY,Westvale CDP,97
NY,Camillus village,96.9
NY,Elbridge village,96.9
NY,Fillmore CDP,96.9
NY,Ocean Beach village,96.9
NY,South Nyack village,96.9
NY,Trumansburg village,96.9
NY,Washington Mills CDP,96.9
NY,Conesus Lake CDP,96.8
NY,Lewiston village,96.8
NY,Massapequa Park village,96.8
NY,Merrick CDP,96.8
NY,Port Washington North village,96.8
NY,Big Flats CDP,96.7
NY,Breesport CDP,96.7
NY,Lake Erie Beach CDP,96.7
NY,Livonia village,96.7
NY,Manlius village,96.7
NY,Montrose CDP,96.7
NY,West Nyack CDP,96.7
NY,Amagansett CDP,96.6
NY,Aquebogue CDP,96.6
NY,Bedford CDP,96.6
NY,Bergen village,96.6
NY,East Quogue CDP,96.6
NY,Germantown CDP,96.6
NY,Hannawa Falls CDP,96.6
NY,Harbor Isle CDP,96.6
NY,Hewlett CDP,96.6
NY,Huntington CDP,96.6
NY,Kensington village,96.6
NY,Nissequogue village,96.6
NY,North Hornell village,96.6
NY,Poquott village,96.6
NY,Roslyn village,96.6
NY,Three Mile Bay CDP,96.6
NY,Upper Brookville village,96.6
NY,West Valley CDP,96.6
NY,Chautauqua CDP,96.5
NY,East Hampton village,96.5
NY,Port Dickinson village,96.5
NY,Spackenkill CDP,96.5
NY,West Bay Shore CDP,96.5
NY,Bellerose village,96.4
NY,East Glenville CDP,96.4
NY,East Norwich CDP,96.4
NY,Esperance village,96.4
NY,Honeoye Falls village,96.4
NY,Lido Beach CDP,96.4
NY,Norfolk CDP,96.4
NY,Salisbury Mills CDP,96.4
NY,Elma Center CDP,96.3
NY,Greenville CDP (Westchester County),96.3
NY,Alden village,96.2
NY,Ballston Spa village,96.2
NY,Catskill village,96.2
NY,Churchville village,96.2
NY,East Rockaway village,96.2
NY,Fredonia village,96.2
NY,Mariaville Lake CDP,96.2
NY,Old Bethpage CDP,96.2
NY,Peru CDP,96.2
NY,Sodus Point village,96.2
NY,West Hills CDP,96.2
NY,Chappaqua CDP,96.1
NY,Hauppauge CDP,96.1
NY,Rockville Centre village,96.1
NY,Russell Gardens village,96.1
NY,Scotts Corners CDP,96.1
NY,Stillwater village,96.1
NY,Bloomfield village,96
NY,Liverpool village,96
NY,Manorville CDP,96
NY,Melville CDP,96
NY,Plandome Manor village,96
NY,Walker Valley CDP,96
NY,Wantagh CDP,96
NY,Westmere CDP,96
NY,Ellicottville village,95.9
NY,Firthcliffe CDP,95.9
NY,Greigsville CDP,95.9
NY,Massapequa CDP,95.9
NY,Thomaston village,95.9
NY,Town Line CDP,95.9
NY,Victor village,95.9
NY,Westhampton Beach village,95.9
NY,Almond village,95.8
NY,Babylon village,95.8
NY,Floral Park village,95.8
NY,Hamburg village,95.8
NY,Hunter village,95.8
NY,Nassau village,95.8
NY,Wilson village,95.8
NY,Commack CDP,95.7
NY,Hammondsport village,95.7
NY,Holland Patent village,95.7
NY,Irvington village,95.7
NY,Newark Valley village,95.7
NY,Plainview CDP,95.7
NY,Westport CDP,95.7
NY,Bardonia CDP,95.6
NY,Cape Vincent village,95.6
NY,Corfu village,95.6
NY,East Moriches CDP,95.6
NY,Fort Drum CDP,95.6
NY,Malverne village,95.6
NY,Scotia village,95.6
NY,Walton Park CDP,95.6
NY,Water Mill CDP,95.6
NY,Whitesboro village,95.6
NY,Bayville village,95.5
NY,Briarcliff Manor village,95.5
NY,Dalton CDP,95.5
NY,Freedom Plains CDP,95.5
NY,Heritage Hills CDP,95.5
NY,Jericho CDP,95.5
NY,Mohawk village,95.5
NY,Old Brookville village,95.5
NY,South Hempstead CDP,95.5
NY,Thiells CDP,95.5
NY,Westhampton CDP,95.5
NY,Woodmere CDP,95.5
NY,Billington Heights CDP,95.4
NY,East Shoreham CDP,95.4
NY,Fishers Island CDP,95.4
NY,Hurley CDP,95.4
NY,Rock Hill CDP,95.4
NY,Scio CDP,95.4
NY,Baldwin Harbor CDP,95.3
NY,Brasher Falls CDP,95.3
NY,Cedarhurst village,95.3
NY,Greenport West CDP,95.3
NY,Menands village,95.3
NY,Morris village,95.3
NY,North Great River CDP,95.3
NY,North Merrick CDP,95.3
NY,Oneida Castle village,95.3
NY,Sands Point village,95.3
NY,Syosset CDP,95.3
NY,Balmville CDP,95.2
NY,Eden CDP,95.2
NY,Glens Falls North CDP,95.2
NY,Haviland CDP,95.2
NY,Jefferson Valley-Yorktown CDP,95.2
NY,Laurel CDP,95.2
NY,Macedon village,95.2
NY,Montauk CDP,95.2
NY,Montebello village,95.2
NY,New York Mills village,95.2
NY,Black River village,95.1
NY,Dix Hills CDP,95.1
NY,East Northport CDP,95.1
NY,Greenwood Lake village,95.1
NY,New Hartford village,95.1
NY,North Bellmore CDP,95.1
NY,Oriskany village,95.1
NY,Bayport CDP,95
NY,Cuba village,95
NY,Fairport village,95
NY,Pleasantville village,95
NY,Wading River CDP,95
NY,Cooperstown village,94.9
NY,Dobbs Ferry village,94.9
NY,Fabius village,94.9
NY,High Falls CDP,94.9
NY,Hilton village,94.9
NY,Mattituck CDP,94.9
NY,Piermont village,94.9
NY,Pierrepont Manor CDP,94.9
NY,Seaford CDP,94.9
NY,Strykersville CDP,94.9
NY,Bellmore CDP,94.8
NY,Quiogue CDP,94.8
NY,Seneca Knolls CDP,94.8
NY,Woodbury CDP,94.8
NY,Avon village,94.7
NY,Chenango Bridge CDP,94.7
NY,Cornwall-on-Hudson village,94.7
NY,Cutchogue CDP,94.7
NY,Hemlock CDP,94.7
NY,Katonah CDP,94.7
NY,Muttontown village,94.7
NY,Napanoch CDP,94.7
NY,Nichols village,94.7
NY,Rocky Point CDP,94.7
NY,Sayville CDP,94.7
NY,South Huntington CDP,94.7
NY,University Gardens CDP,94.7
NY,Wells CDP,94.7
NY,Baxter Estates village,94.6
NY,Brinckerhoff CDP,94.6
NY,North Patchogue CDP,94.6
NY,Saratoga Springs city,94.6
NY,Washingtonville village,94.6
NY,Windsor village,94.6
NY,Woodbury village,94.6
NY,Alexander village,94.5
NY,East Kingston CDP,94.5
NY,Eggertsville CDP,94.5
NY,Glen Head CDP,94.5
NY,Hortonville CDP,94.5
NY,Morrisonville CDP,94.5
NY,North Massapequa CDP,94.5
NY,North Sea CDP,94.5
NY,Oakdale CDP,94.5
NY,Smithtown CDP,94.5
NY,Spencerport village,94.5
NY,Wesley Hills village,94.5
NY,Avoca village,94.4
NY,Brighton CDP,94.4
NY,Florida village,94.4
NY,Lake Mohegan CDP,94.4
NY,Myers Corner CDP,94.4
NY,New Paltz village,94.4
NY,Poland village,94.4
NY,Saddle Rock village,94.4
NY,Andover village,94.3
NY,Baiting Hollow CDP,94.3
NY,Canastota village,94.3
NY,Fairmount CDP,94.3
NY,Hartsdale CDP,94.3
NY,Henderson CDP,94.3
NY,Lancaster village,94.3
NY,Milton CDP (Ulster County),94.3
NY,Oceanside CDP,94.3
NY,South Farmingdale CDP,94.3
NY,Whitney Point village,94.3
NY,Clarence CDP,94.2
NY,Colonie village,94.2
NY,Cranberry Lake CDP,94.2
NY,East Islip CDP,94.2
NY,Eastport CDP,94.2
NY,Endwell CDP,94.2
NY,Hamlin CDP,94.2
NY,Hyde Park CDP,94.2
NY,Islip Terrace CDP,94.2
NY,Ithaca city,94.2
NY,Lakeland CDP,94.2
NY,Sound Beach CDP,94.2
NY,Chazy CDP,94.1
NY,Herricks CDP,94.1
NY,Jordan village,94.1
NY,Nelsonville village,94.1
NY,Phelps village,94.1
NY,St. James CDP,94.1
NY,South Blooming Grove village,94.1
NY,West Islip CDP,94.1
NY,Wyoming village,94.1
NY,Ardsley village,94
NY,Niverville CDP,94
NY,Smallwood CDP,94
NY,Union Springs village,94
NY,Youngstown village,94
NY,Bellerose Terrace CDP,93.9
NY,Cato village,93.9
NY,Flower Hill village,93.9
NY,Grandyle Village CDP,93.9
NY,Hammond village,93.9
NY,Lakewood village,93.9
NY,Long Beach city,93.9
NY,Machias CDP,93.9
NY,Minetto CDP,93.9
NY,Naples village,93.9
NY,Village Green CDP,93.9
NY,Westmoreland CDP,93.9
NY,Bridgehampton CDP,93.8
NY,Canandaigua city,93.8
NY,Cazenovia village,93.8
NY,East Aurora village,93.8
NY,Horseheads village,93.8
NY,Middle Island CDP,93.8
NY,Schaghticoke village,93.8
NY,Shenorock CDP,93.8
NY,Akron village,93.7
NY,Caledonia village,93.7
NY,Eastchester CDP,93.7
NY,Fair Haven village,93.7
NY,Hagaman village,93.7
NY,Hailesboro CDP,93.7
NY,Mahopac CDP,93.7
NY,Mexico village,93.7
NY,New City CDP,93.7
NY,Redford CDP,93.7
NY,Springs CDP,93.7
NY,West Sand Lake CDP,93.7
NY,Bemus Point village,93.6
NY,Cayuga village,93.6
NY,East Garden City CDP,93.6
NY,Fort Ann village,93.6
NY,Greenwich village,93.6
NY,Marathon village,93.6
NY,Nesconset CDP,93.6
NY,Roslyn Heights CDP,93.6
NY,Searingtown CDP,93.6
NY,Titusville CDP,93.6
NY,Wanakah CDP,93.6
NY,Cragsmoor CDP,93.5
NY,Hamilton village,93.5
NY,Kings Park CDP,93.5
NY,Livonia Center CDP,93.5
NY,Millbrook village,93.5
NY,North Wantagh CDP,93.5
NY,Tuckahoe village,93.5
NY,Angelica village,93.4
NY,Blauvelt CDP,93.4
NY,Highland Falls village,93.4
NY,Lake Carmel CDP,93.4
NY,Lake Grove village,93.4
NY,Mount Sinai CDP,93.4
NY,North Babylon CDP,93.4
NY,Northville village,93.4
NY,Sandy Creek village,93.4
NY,Turin village,93.4
NY,Warwick village,93.4
NY,Hall CDP,93.3
NY,Oneonta city,93.3
NY,Rhinebeck village,93.3
NY,Vernon village,93.3
NY,Belmont village,93.2
NY,Corning city,93.2
NY,Green Island village,93.2
NY,Greenvale CDP,93.2
NY,Holbrook CDP,93.2
NY,Plainedge CDP,93.2
NY,Rotterdam CDP,93.2
NY,Albertson CDP,93.1
NY,Clark Mills CDP,93.1
NY,Croton-on-Hudson village,93.1
NY,Depew village,93.1
NY,East Marion CDP,93.1
NY,Elba village,93.1
NY,Parish village,93.1
NY,Taconic Shores CDP,93.1
NY,Accord CDP,93
NY,Arkport village,93
NY,Centereach CDP,93
NY,Lisle village,93
NY,Lynbrook village,93
NY,Port Washington CDP,93
NY,Tonawanda CDP,93
NY,Viola CDP,93
NY,Windham CDP,93
NY,Bethpage CDP,92.9
NY,Brockport village,92.9
NY,Chestertown CDP,92.9
NY,Olcott CDP,92.9
NY,Otego village,92.9
NY,Prospect village,92.9
NY,West Seneca CDP,92.9
NY,Aurora village,92.8
NY,Goshen village,92.8
NY,Homer village,92.8
NY,Kenmore village,92.8
NY,Port Jefferson Station CDP,92.8
NY,South Corning village,92.8
NY,West Sayville CDP,92.8
NY,Apalachin CDP,92.7
NY,Copake Lake CDP,92.7
NY,Coram CDP,92.7
NY,Franklin village,92.7
NY,Great Bend CDP,92.7
NY,Great Neck Plaza village,92.7
NY,Manorhaven village,92.7
NY,Marlboro CDP,92.7
NY,Parishville CDP,92.7
NY,Pelham village,92.7
NY,South Valley Stream CDP,92.7
NY,Virgil CDP,92.7
NY,Williamson CDP,92.7
NY,Addison village,92.6
NY,Falconer village,92.6
NY,North Syracuse village,92.6
NY,Pulaski village,92.6
NY,Stone Ridge CDP,92.6
NY,Wheatley Heights CDP,92.6
NY,Williston Park village,92.6
NY,Buchanan village,92.5
NY,Clarkson CDP,92.5
NY,Holtsville CDP,92.5
NY,Monroe village,92.5
NY,Owego village,92.5
NY,Potsdam village,92.5
NY,Rodman CDP,92.5
NY,Sloatsburg village,92.5
NY,South Floral Park village,92.5
NY,Argyle village,92.4
NY,Colton CDP,92.4
NY,East Massapequa CDP,92.4
NY,Greenlawn CDP,92.4
NY,Islip CDP,92.4
NY,Laurens village,92.4
NY,Levittown CDP,92.4
NY,Lyndonville village,92.4
NY,Springville village,92.4
NY,West Hurley CDP,92.4
NY,Gang Mills CDP,92.3
NY,Hobart village,92.3
NY,Hoosick Falls village,92.3
NY,Lowville village,92.3
NY,Manchester village,92.3
NY,Ronkonkoma CDP,92.3
NY,Rosendale Hamlet CDP,92.3
NY,Scottsville village,92.3
NY,Suffern village,92.3
NY,Amityville village,92.2
NY,Bliss CDP,92.2
NY,DeRuyter village,92.2
NY,Elwood CDP,92.2
NY,Saugerties South CDP,92.2
NY,Valley Cottage CDP,92.2
NY,West Winfield village,92.2
NY,Brewerton CDP,92.1
NY,Brewster Hill CDP,92.1
NY,Campbell CDP,92.1
NY,Chester village,92.1
NY,Chestnut Ridge village,92.1
NY,Clayton village,92.1
NY,Elizabethtown CDP,92.1
NY,Farmingville CDP,92.1
NY,Fort Johnson village,92.1
NY,Manhasset CDP,92.1
NY,North Tonawanda city,92.1
NY,Ridge CDP,92.1
NY,Saranac Lake village,92.1
NY,Southampton village,92.1
NY,Thornwood CDP,92.1
NY,Baldwinsville village,92
NY,Blasdell village,92
NY,Bohemia CDP,92
NY,Portville village,92
NY,Silver Creek village,92
NY,Tarrytown village,92
NY,Burdett village,91.9
NY,Cassadaga village,91.9
NY,Crompond CDP,91.9
NY,Dryden village,91.9
NY,Evans Mills village,91.9
NY,Irondequoit CDP,91.9
NY,Pearl River CDP,91.9
NY,Pleasant Valley CDP,91.9
NY,Sag Harbor village,91.9
NY,Stony Point CDP,91.9
NY,Ellisburg village,91.8
NY,Gardiner CDP,91.8
NY,Greece CDP,91.8
NY,Lake Ronkonkoma CDP,91.8
NY,Northwest Ithaca CDP,91.8
NY,Rye Brook village,91.8
NY,Wellsburg village,91.8
NY,Chittenango village,91.7
NY,Constableville village,91.7
NY,North New Hyde Park CDP,91.7
NY,Pomona village,91.7
NY,Ransomville CDP,91.7
NY,Rapids CDP,91.7
NY,Broadalbin village,91.6
NY,Fishkill village,91.6
NY,Gasport CDP,91.6
NY,Lima village,91.6
NY,Odessa village,91.6
NY,Crown Heights CDP,91.5
NY,East Rochester village,91.5
NY,Ghent CDP,91.5
NY,Greene village,91.5
NY,Olean city,91.5
NY,Oyster Bay CDP,91.5
NY,Scotchtown CDP,91.5
NY,Seneca Falls CDP,91.5
NY,Sparkill CDP,91.5
NY,Wilmington CDP,91.5
NY,Adams village,91.4
NY,Barker village,91.4
NY,Castleton-on-Hudson village,91.4
NY,Painted Post village,91.4
NY,Canisteo village,91.3
NY,Farmingdale village,91.3
NY,Munnsville village,91.3
NY,Salem village,91.3
NY,South Dayton village,91.3
NY,Tappan CDP,91.3
NY,Tonawanda city,91.3
NY,Amenia CDP,91.2
NY,Chaumont village,91.2
NY,Fort Montgomery CDP,91.2
NY,Mayfield village,91.2
NY,Center Moriches CDP,91.1
NY,East Meadow CDP,91.1
NY,Gainesville village,91.1
NY,Groton village,91.1
NY,Island Park village,91.1
NY,Lake Placid village,91.1
NY,Lattingtown village,91.1
NY,Mattydale CDP,91.1
NY,Meridian village,91.1
NY,Piffard CDP,91.1
NY,Wampsville village,91.1
NY,Wynantskill CDP,91.1
NY,Castile village,91
NY,Heuvelton village,91
NY,Noyack CDP,91
NY,Pine Hill CDP,91
NY,Sidney village,91
NY,South Glens Falls village,91
NY,Spencer village,91
NY,Willsboro CDP,91
NY,Deferiet village,90.9
NY,Gardnertown CDP,90.9
NY,Munsons Corners CDP,90.9
NY,Wallkill CDP,90.9
NY,Waterville village,90.9
NY,Watervliet city,90.9
NY,Webster village,90.9
NY,Andes CDP,90.8
NY,Forestville village,90.8
NY,Harrison village,90.8
NY,Hicksville CDP,90.8
NY,Lodi village,90.8
NY,Medina village,90.8
NY,Ravena village,90.8
NY,Waterloo village,90.8
NY,West Glens Falls CDP,90.8
NY,Attica village,90.7
NY,Candor village,90.7
NY,Deer Park CDP,90.7
NY,Earlville village,90.7
NY,North Valley Stream CDP,90.7
NY,Rouses Point village,90.7
NY,Salisbury CDP,90.7
NY,Tully village,90.7
NY,Canton village,90.6
NY,Cherry Valley village,90.6
NY,Lake Success village,90.6
NY,Maybrook village,90.6
NY,Newfane CDP,90.6
NY,Sherrill city,90.6
NY,Yaphank CDP,90.6
NY,Middleville village,90.5
NY,Oxford village,90.5
NY,South Lima CDP,90.5
NY,Mechanicville city,90.4
NY,Morristown village,90.4
NY,Angola on the Lake CDP,90.3
NY,Cheektowaga CDP,90.3
NY,Congers CDP,90.3
NY,Garden City Park CDP,90.3
NY,Great Neck village,90.3
NY,Harrisville village,90.3
NY,Hawthorne CDP,90.3
NY,Holland CDP,90.3
NY,Palmyra village,90.3
NY,Pike CDP,90.3
NY,Savona village,90.3
NY,Cattaraugus village,90.2
NY,South Lockport CDP,90.2
NY,West Hempstead CDP,90.2
NY,Angola village,90.1
NY,Cumberland Head CDP,90.1
NY,Hartwick CDP,90.1
NY,Red Hook village,90.1
NY,Weedsport village,90.1
NY,Fishers Landing CDP,90
NY,Montgomery village,90
NY,Orange Lake CDP,90
NY,Yorkville village,90
NY,Calverton CDP,89.9
NY,Edmeston CDP,89.9
NY,Hillburn village,89.9
NY,Manhasset Hills CDP,89.9
NY,Nunda village,89.9
NY,Port Ewen CDP,89.9
NY,Randolph CDP,89.9
NY,Terryville CDP,89.9
NY,Fonda village,89.8
NY,Groveland Station CDP,89.8
NY,Limestone CDP,89.8
NY,Middleport village,89.8
NY,New Hempstead village,89.8
NY,Oriskany Falls village,89.8
NY,Pine Bush CDP,89.8
NY,Valley Stream village,89.8
NY,West Carthage village,89.8
NY,Arlington CDP,89.7
NY,Batavia city,89.7
NY,Brownville village,89.7
NY,Elmira Heights village,89.7
NY,Erin CDP,89.7
NY,Franklinville village,89.7
NY,Hampton Bays CDP,89.7
NY,Ilion village,89.7
NY,Orangeburg CDP,89.7
NY,Phoenix village,89.7
NY,Rushville village,89.7
NY,Shrub Oak CDP,89.7
NY,Albany city,89.6
NY,Fire Island CDP,89.6
NY,Hillside CDP,89.6
NY,Moriches CDP,89.6
NY,Rensselaer city,89.6
NY,Baldwin CDP,89.5
NY,Bath village,89.5
NY,Morrisville village,89.5
NY,Hancock village,89.4
NY,Johnson City village,89.4
NY,Lindenhurst village,89.4
NY,Nedrow CDP,89.4
NY,Newport village,89.4
NY,Sanborn CDP,89.4
NY,Selden CDP,89.4
NY,Shortsville village,89.4
NY,Sinclairville village,89.4
NY,Waddington village,89.4
NY,Waterford village,89.4
NY,Weston Mills CDP,89.4
NY,Winthrop CDP,89.4
NY,Beacon city,89.3
NY,Clintondale CDP,89.3
NY,Glens Falls city,89.3
NY,Herkimer village,89.3
NY,Lake Luzerne CDP,89.3
NY,Massena village,89.3
NY,Medford CDP,89.3
NY,New Hyde Park village,89.3
NY,Port Byron village,89.3
NY,Otisville village,89.2
NY,Rensselaer Falls village,89.2
NY,Schuylerville village,89.2
NY,Fort Edward village,89.1
NY,Frewsburg CDP,89.1
NY,Milford village,89.1
NY,Norwood village,89.1
NY,St. Bonaventure CDP,89.1
NY,Unionville village,89.1
NY,West End CDP,89.1
NY,Airmont village,89
NY,Bloomville CDP,89
NY,Burke village,89
NY,Central Square village,89
NY,Interlaken village,89
NY,Johnstown city,89
NY,Little Falls city,89
NY,Richville village,89
NY,Van Etten village,89
NY,Wellsville village,89
NY,Calcium CDP,88.9
NY,Chatham village,88.9
NY,Le Roy village,88.9
NY,North Collins village,88.9
NY,Schenevus CDP,88.9
NY,Ticonderoga CDP,88.9
NY,Tribes Hill CDP,88.9
NY,Clifton Springs village,88.8
NY,Deposit village,88.8
NY,Hornell city,88.8
NY,Lockport city,88.8
NY,Remsen village,88.8
NY,Smyrna village,88.8
NY,Walden village,88.8
NY,Adams Center CDP,88.7
NY,Cortland city,88.7
NY,Endicott village,88.7
NY,Fort Covington Hamlet CDP,88.7
NY,Panama village,88.7
NY,Plattsburgh city,88.7
NY,Salt Point CDP,88.7
NY,Theresa village,88.7
NY,Watertown city,88.7
NY,Bainbridge village,88.6
NY,Garden City South CDP,88.6
NY,Kings Point village,88.6
NY,Lyons Falls village,88.6
NY,Narrowsburg CDP,88.6
NY,Philadelphia village,88.6
NY,Rhinecliff CDP,88.6
NY,Claverack-Red Mills CDP,88.5
NY,Hannibal village,88.5
NY,Old Forge CDP,88.5
NY,Wayland village,88.5
NY,Westfield village,88.5
NY,Brookhaven CDP,88.4
NY,Castorland village,88.4
NY,Franklin Square CDP,88.4
NY,Geneseo village,88.4
NY,Holley village,88.4
NY,Lacona village,88.4
NY,Lorraine CDP,88.4
NY,Nanuet CDP,88.4
NY,West Babylon CDP,88.4
NY,Galway village,88.3
NY,Hopewell Junction CDP,88.3
NY,Middleburgh village,88.3
NY,Ontario CDP,88.3
NY,Pine Plains CDP,88.3
NY,Putnam Lake CDP,88.3
NY,Valatie village,88.3
NY,Constantia CDP,88.2
NY,Glen Park village,88.2
NY,Lake George village,88.2
NY,Port Leyden village,88.2
NY,Southport CDP,88.2
NY,Camden village,88.1
NY,Lorenz Park CDP,88.1
NY,North Ballston Spa CDP,88.1
NY,Wainscott CDP,88.1
NY,Bloomingburg village,88
